articles,bhd,million,share,year,price,said,ha,wa,market,bank,stock,thi,billion,group,compani,maybank,research,malaysia,profit,also,expect,hold,earn,us,sen,invest,trade,net,time,say,index,per,buy,high,s,financi,last,growth,may,point,analyst,higher,valu,target,new,klci,would,low,end,quarter,report,revenu,lower,investor,rate,valuat,due,first,level,close,oper,today,manag,2014,base,note,gain,oil,edg,includ,month,rose,current,fbm,2015,fund,cimb,posit,sell,remain,sinc,kuala,like,product,industri,daili,could,fundament,asset,lumpur,call,develop,increas,strong,recent,one,busi,move,top,capit
67,0,0,3,2,4,0,0,0,3,0,1,3,0,2,0,2,0,0,0,2,0,0,2,0,0,0,1,0,0,2,0,0,2,0,0,0,1,0,1,0,2,2,3,2,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0
68,2,4,1,1,2,1,2,0,0,0,1,2,0,0,1,1,1,1,1,1,0,4,6,0,2,0,0,0,1,0,0,6,0,0,0,1,0,0,2,0,0,2,0,1,0,0,1,0,2,0,0,0,3,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
69,2,0,10,0,5,2,0,1,0,1,2,1,2,1,1,11,1,2,0,1,0,0,1,3,2,0,0,0,0,0,0,0,0,0,5,0,1,0,0,5,0,1,0,0,3,2,0,0,2,0,2,0,0,1,0,0,0,0,0,2,0,3,0,0,0,0,2,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
70,26,0,2,0,0,3,0,1,2,1,3,0,0,5,0,1,1,6,0,0,0,5,1,4,0,0,1,0,0,0,1,0,2,1,2,0,0,0,1,1,0,0,0,0,0,3,0,0,1,0,2,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,3,0,3,0,3,0,0,2,0,0,0,0,1,1,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
71,5,7,2,11,6,2,5,6,3,1,8,5,4,3,1,1,4,3,3,2,6,2,2,2,1,1,3,2,3,8,0,2,2,0,0,1,4,3,0,0,5,4,1,5,1,0,0,0,2,1,5,10,3,2,0,1,4,0,1,1,0,2,1,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,3,0,1,0,1,1,2,1,0,0
72,1,10,3,14,6,4,5,7,2,1,1,4,12,12,0,2,3,2,2,3,7,1,7,6,1,1,1,6,5,7,0,4,2,0,0,5,3,1,5,1,7,1,2,1,5,0,1,1,3,0,3,2,1,1,4,0,3,1,2,2,0,0,2,0,1,2,2,12,0,0,1,0,3,0,0,1,0,1,1,4,2,0,0,2,0,0,1,0,2,0,2,0,3,2,0,2,0,1,0,2
73,32,38,14,6,7,15,9,8,3,2,2,2,5,17,5,0,0,8,2,0,6,7,1,2,10,7,0,3,0,2,0,4,0,0,6,2,0,0,3,0,0,0,6,1,1,0,2,0,3,5,2,3,2,1,0,1,3,2,0,1,3,9,3,0,2,1,1,0,1,3,4,1,1,0,0,1,0,0,0,1,0,3,0,1,4,1,0,0,1,3,1,9,0,0,1,2,6,0,1,4
74,7,0,0,0,0,9,0,4,14,1,4,2,0,0,1,0,4,0,0,0,1,2,0,2,0,1,4,0,0,0,2,0,3,1,0,0,0,0,1,2,0,2,0,0,0,3,3,2,1,0,0,0,5,1,0,0,0,1,2,2,0,2,0,0,1,0,1,0,1,1,0,0,0,3,0,0,0,1,5,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
75,13,4,5,9,2,12,4,3,3,4,1,3,0,4,4,3,0,5,2,1,6,3,1,2,2,2,2,1,1,2,0,0,0,0,7,3,0,0,1,0,0,4,3,0,1,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,2,0,3,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,1,0,4,3,0,2,0,1,1,0,1,1,0,0,0,1,0,0,4
76,0,1,2,1,2,0,2,0,0,8,1,2,0,1,0,2,2,0,2,3,1,4,0,2,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,2,1,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,1,2,9,10,6,1,11,3,1,0,5,1,7,1,0,1,2,10,1,0,4,3,5,0,4,2,0,2,1,5,0,7,0,2,0,1,6,2,1,0,1,1,0,1,5,0,0,0,2,0,2,1,0,0,1,1,1,1,3,3,1,0,1,0,0,0,2,0,3,2,1,1,1,0,3,0,0,2,0,2,3,0,0,0,0,2,0,0,0,0,2,0,0,1,3,0,0,0,3,0
78,1,0,3,3,0,2,0,0,3,3,4,2,0,0,0,0,1,1,0,3,2,0,0,2,0,0,0,0,0,0,1,0,0,2,5,2,1,0,1,0,0,1,0,1,0,0,2,0,0,0,0,0,0,1,4,0,0,1,0,0,1,0,0,0,0,0,7,0,0,0,0,4,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
79,39,33,0,19,13,0,5,4,4,6,4,7,8,5,11,0,1,9,21,6,1,3,21,5,0,1,1,22,3,2,0,2,0,3,0,5,4,2,6,1,0,14,0,0,2,0,0,3,4,2,9,3,6,1,4,0,8,0,0,0,3,1,3,0,3,5,5,12,3,2,3,1,1,0,0,0,0,1,0,4,0,1,2,2,1,0,0,1,3,1,0,0,4,0,0,1,0,0,1,3
80,6,23,13,7,3,0,1,6,2,1,2,1,8,0,0,2,0,6,6,2,0,1,2,1,5,0,7,7,2,0,0,2,0,3,0,0,2,0,0,0,0,1,2,0,0,0,1,0,3,0,2,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,2,0,1,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
81,1,4,0,11,2,8,2,1,3,1,1,4,3,0,2,1,0,1,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,4,2,4,0,2,0,1,0,2,0,0,0,1,0,2,0,2,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,2,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0
82,2,4,1,2,6,0,1,2,1,0,1,1,0,0,0,1,1,0,2,0,1,0,3,5,0,0,0,2,1,0,0,4,1,1,0,1,0,1,1,0,0,3,0,1,0,0,0,1,1,1,0,0,0,0,1,1,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,3,0
83,23,0,0,0,1,3,0,2,2,2,2,0,0,4,0,0,1,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,1,0,2,0,3,1,2,0,3,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0
84,0,0,1,2,0,6,1,0,5,3,1,5,1,0,0,2,1,0,0,2,6,0,0,10,0,1,2,1,2,0,0,2,2,1,7,1,0,1,3,0,3,2,1,0,0,0,0,2,1,0,0,0,0,2,9,0,0,0,0,1,0,0,0,0,0,1,3,0,1,0,2,5,0,0,0,0,0,0,2,1,1,0,3,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
85,10,3,3,4,1,4,1,0,1,2,1,6,4,2,0,1,2,1,1,1,2,1,2,0,2,2,1,1,0,0,0,2,1,0,5,1,1,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
86,3,1,0,3,0,1,0,4,0,1,1,1,6,4,2,1,0,0,0,3,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
87,3,0,4,3,0,2,1,0,7,2,4,2,0,2,0,0,0,1,0,0,2,2,0,2,0,2,0,0,1,0,1,0,0,2,4,3,0,2,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,2,1,0,1,2,0,6,0,1,0,0,0,0,2,0,0,0,0,5,0,0,2,0,1,1,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
88,0,2,7,0,1,6,0,2,1,0,1,2,1,3,0,4,0,0,2,1,0,0,0,7,0,3,3,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
89,2,0,5,2,0,2,1,1,7,3,6,4,0,2,1,0,1,1,0,0,1,0,0,2,0,2,0,0,2,0,3,0,0,3,4,3,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,2,0,1,0,1,0,0,0,0,4,0,1,0,2,4,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0
90,11,25,31,1,3,0,1,1,11,4,1,2,0,0,3,1,0,2,0,6,0,2,0,0,20,0,6,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
91,7,0,0,3,0,4,4,4,1,5,1,1,0,5,3,11,0,3,0,3,0,1,0,0,0,2,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,1,1,0,3,0,0,1,0,2,0,0,1,2,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1
92,0,1,3,2,6,0,6,1,4,0,2,1,0,2,0,2,2,0,0,3,0,1,1,0,0,0,1,0,0,2,0,0,1,0,0,1,0,0,0,0,2,0,3,3,0,0,0,0,0,0,1,0,2,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,3,0,0,0,1,0,1
93,0,2,0,0,1,0,0,1,0,0,2,0,0,0,0,2,1,1,0,1,3,1,3,0,1,0,3,0,0,4,0,0,0,0,0,0,0,3,0,0,1,1,0,1,4,0,0,0,1,1,1,2,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
94,11,0,0,0,1,1,0,2,1,2,1,0,0,2,1,0,0,2,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
95,26,2,2,0,2,4,0,3,5,1,1,0,0,2,0,0,1,5,1,0,0,2,0,2,0,0,1,0,0,0,4,0,0,0,2,0,1,0,0,2,0,0,1,0,0,4,0,1,2,0,0,0,0,1,0,0,1,0,1,1,0,2,1,0,0,0,2,2,0,3,0,0,1,4,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,1,1
96,2,3,0,1,1,0,0,3,0,0,1,2,0,0,0,1,1,0,4,0,4,0,5,0,0,0,1,8,4,0,0,0,1,0,0,1,0,3,0,0,0,8,1,1,0,0,1,0,0,2,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3
97,7,27,9,12,3,1,13,10,3,5,1,4,22,3,0,4,0,0,0,6,0,1,0,1,0,6,0,3,3,12,0,4,1,6,0,5,4,0,2,0,0,1,2,0,0,0,4,1,4,0,2,2,0,0,0,0,0,0,1,3,0,0,2,3,0,0,0,0,1,3,2,0,2,0,6,2,0,1,5,0,5,1,1,1,0,0,5,0,9,1,1,3,0,0,2,1,0,3,2,0
98,0,2,2,2,1,2,1,5,4,2,2,2,0,0,0,1,0,0,1,0,1,0,0,2,0,1,1,2,0,0,3,0,1,1,5,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
99,0,2,3,3,5,0,4,1,4,0,3,3,0,8,1,2,5,0,3,4,2,1,2,0,0,1,2,1,1,1,0,1,3,1,0,1,0,2,1,0,4,1,1,6,0,0,0,0,0,0,1,0,1,0,1,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,2,0,0,0,0,0,3,0,1,1,2,1,0,0,0,0,0,3
100,0,1,3,0,5,3,4,2,2,7,1,1,0,4,1,2,2,0,2,6,3,1,4,1,0,0,1,2,3,0,0,1,0,0,0,0,0,2,0,1,2,6,2,3,2,0,1,0,0,1,1,1,2,0,7,0,0,0,0,0,0,0,1,0,0,3,1,4,0,1,0,0,2,0,0,0,3,1,1,4,1,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,4,0,0,1
101,13,2,1,0,0,2,2,1,1,9,1,0,1,2,2,0,0,6,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2,0,0
102,0,1,1,2,2,0,3,0,0,0,2,0,0,1,3,2,4,0,0,3,2,1,8,2,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,3,1,2,2,1,0,1,1,1,0,1,0,4,0,0,0,1,0,0,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,3,0,0,0,1,0,1,0,0,0,1,0,0,0
103,1,0,6,3,0,3,1,2,5,2,4,3,0,2,0,0,1,1,0,0,1,2,0,3,0,0,2,0,0,0,1,0,0,1,3,3,1,2,0,0,1,1,0,0,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,1,5,1,0,1,0,1,1,0,0,1,0,0,1,4,0,0,0,0,0,0,0,1,2,0,1,1,0,0,0
104,3,3,1,3,1,0,3,0,0,1,1,2,0,1,0,1,0,0,1,0,2,0,3,0,0,1,0,0,2,0,0,1,2,0,0,1,0,2,0,1,0,0,0,1,4,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,4,0,0,0,2,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,2,9,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0
105,0,5,1,6,6,2,9,1,3,0,1,3,0,3,0,4,1,0,3,2,1,0,7,3,0,1,1,1,1,3,0,3,1,0,0,1,2,1,1,2,3,3,1,6,2,0,0,1,0,4,0,2,4,0,2,0,2,1,2,0,3,0,1,0,0,4,1,1,0,0,0,2,2,0,0,0,4,0,0,0,0,0,2,2,0,0,3,0,0,0,0,0,2,0,1,0,4,0,0,0
106,11,0,1,1,0,3,3,1,1,6,1,0,1,2,0,2,0,4,0,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0
107,28,2,6,10,0,13,10,4,1,11,1,2,7,6,8,2,0,9,3,3,1,4,1,0,6,0,5,5,2,0,0,3,0,0,1,5,3,0,3,1,0,2,1,0,1,0,1,0,5,2,0,1,1,0,0,0,0,0,1,1,4,7,3,0,1,0,1,2,0,1,1,0,4,0,0,1,0,0,0,1,1,1,0,0,4,0,0,1,0,1,1,2,1,0,0,1,1,0,0,0
108,11,0,1,1,0,2,3,1,1,7,1,0,1,2,0,2,0,4,0,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0
109,0,1,0,0,6,0,6,2,1,0,1,3,2,0,1,4,0,0,0,1,0,1,1,0,0,0,2,0,0,3,0,1,2,0,0,0,0,2,1,0,1,1,0,1,1,0,0,0,1,1,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
110,0,0,0,2,0,1,1,0,0,0,1,1,1,0,0,0,1,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1
111,0,1,2,3,5,0,1,2,4,0,2,2,0,0,0,4,0,0,0,0,4,0,0,0,0,0,2,0,0,5,0,1,2,1,0,0,0,0,0,1,3,2,1,2,1,0,0,0,0,0,3,0,0,0,1,1,1,0,2,0,0,0,1,0,0,1,0,0,0,1,0,0,5,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,2,0,1,0,1,0,1,0,0,0,1,0
112,0,0,2,1,1,4,1,0,1,2,5,2,0,0,1,1,0,0,0,0,2,0,0,3,0,1,0,0,1,0,2,0,0,1,7,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2,2,0,0,1,2,2,0,0,0,0,0,1,1,0,0,0,2,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
113,9,0,0,1,0,12,0,3,8,1,4,1,0,1,1,0,4,0,0,2,1,2,0,2,0,0,4,0,0,0,2,0,3,0,0,0,0,0,2,2,0,2,0,0,1,3,4,1,2,0,0,0,1,2,0,0,0,0,2,1,0,2,0,0,1,0,0,0,0,1,1,1,0,3,0,0,0,3,7,1,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,2,0,0
114,22,0,0,0,0,5,0,2,2,3,3,1,0,4,0,0,1,0,1,1,1,2,1,1,0,0,2,0,0,0,0,0,0,0,3,1,0,0,2,1,0,0,0,0,0,3,1,0,0,0,1,0,1,0,0,0,1,0,4,0,0,1,0,0,1,0,0,0,0,3,0,0,0,3,0,0,0,1,0,1,0,1,2,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0
115,0,0,0,4,9,0,1,0,0,0,1,0,0,0,2,1,1,0,4,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,2,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,2,1,0,0,0,0,2,0,0,2,0,1,0,0,1,0,0,1,0,0,2,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0
116,9,0,0,0,1,6,0,0,4,1,2,1,0,1,1,0,3,1,0,0,1,1,0,2,3,0,2,0,0,0,2,0,0,0,1,0,0,0,1,2,0,1,0,0,0,4,1,0,1,0,0,0,1,1,0,0,0,0,0,2,0,2,0,0,1,1,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,4,0,0
117,2,2,3,1,1,4,0,1,1,4,1,3,5,1,0,11,0,0,0,2,2,0,1,0,1,2,1,0,0,0,0,0,0,0,4,1,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,0,1,2,2,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,5,1,0,1,0,0,0,1,1,1,0,4
118,0,1,3,2,4,0,1,1,0,0,3,0,0,0,0,2,0,0,1,0,1,1,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,3,0,1,2,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,2,0,1,0,0,0
119,0,0,1,0,2,0,2,0,4,0,1,2,0,4,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2,0,0,2,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,2,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,3,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
120,0,0,1,1,1,0,2,0,1,7,0,1,0,0,0,4,0,0,1,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,1,1,2,0,1,0,0,1,0,1,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
121,0,0,3,1,3,1,2,1,1,0,1,1,4,2,0,3,0,0,0,2,0,0,2,2,0,0,0,0,1,0,0,2,0,0,0,0,0,0,2,0,1,0,1,1,0,0,1,2,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,1,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0
122,7,36,19,58,21,1,29,15,14,4,12,19,11,10,29,3,14,2,16,11,14,4,21,5,17,4,6,11,16,13,0,17,1,6,0,2,12,13,5,1,3,8,6,1,6,0,6,5,12,8,6,7,1,4,2,2,4,4,1,11,1,0,9,1,3,5,7,17,2,2,6,1,3,0,0,6,1,1,6,4,3,1,4,9,19,0,4,0,1,0,1,7,4,2,6,6,6,3,1,1
123,23,1,1,0,1,5,0,2,2,2,2,0,1,3,0,0,2,1,1,0,0,4,0,2,0,0,2,0,0,0,3,0,1,0,1,0,1,0,0,2,0,0,1,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,4,1,0,1,0,0,0,0,1,1,0,3,0,2,0,3,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,3,0
124,24,0,0,0,2,3,0,0,2,4,3,0,0,2,0,0,1,3,0,0,1,3,0,3,0,0,1,0,0,0,0,0,0,1,1,0,0,0,3,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,3,0,1,0,2,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,1,2,0
125,4,7,2,5,1,10,8,3,5,1,5,3,3,0,1,1,5,6,2,1,2,0,5,0,1,0,1,2,1,1,0,1,1,2,0,2,0,2,3,1,4,1,3,0,1,0,3,0,3,6,3,2,5,1,1,0,3,0,1,0,5,0,0,0,1,0,2,0,2,0,1,1,1,0,0,0,0,0,0,3,2,1,0,0,3,2,2,0,0,1,2,1,3,0,2,1,1,0,1,1
126,7,1,2,1,1,1,0,4,3,1,3,0,2,0,0,0,1,2,0,1,2,0,0,7,3,0,8,0,0,0,4,1,0,1,8,0,0,0,0,3,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,1,4,0,2,1,0,0,0,4,1,0,0,0,3,1,1,0,1,0,2,0,3,0,1,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0
127,3,3,5,6,4,0,6,4,2,1,2,5,2,1,1,2,8,1,3,4,2,2,4,0,7,1,0,3,5,7,0,4,0,3,0,1,3,1,3,1,4,4,0,2,0,0,0,0,3,3,1,3,1,3,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,0,2,0,1,0,1,0,1,0,3,0,0,0,0,1,0,0,0,0
128,3,4,5,0,0,0,3,0,0,1,2,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
129,8,0,1,5,4,0,21,0,15,8,2,21,2,3,15,3,1,1,1,11,9,11,0,24,0,55,1,1,4,44,0,1,4,4,0,4,1,12,5,5,0,4,0,4,3,0,0,1,3,0,5,0,3,16,16,0,4,1,1,0,6,1,23,0,1,1,1,0,0,9,0,0,5,0,0,27,0,3,0,1,2,0,2,2,1,0,10,3,43,0,0,4,6,3,1,6,1,6,1,9
130,1,11,1,10,2,0,6,3,5,2,1,9,1,4,5,1,2,0,5,3,3,3,6,1,1,1,0,2,0,7,0,1,0,1,0,1,2,2,0,0,2,0,0,2,9,0,0,1,4,1,1,9,1,0,0,0,3,1,0,1,3,0,2,0,2,2,0,0,1,1,3,1,3,0,0,0,0,0,0,1,0,0,0,2,1,0,1,0,0,0,0,2,0,0,2,2,10,3,0,0
131,2,4,0,0,2,1,1,1,1,2,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
132,1,0,0,0,0,4,3,0,4,3,1,2,0,2,0,4,0,1,0,1,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
133,1,1,8,4,2,3,4,3,1,2,2,1,5,1,0,4,3,0,3,0,2,0,5,1,0,0,1,2,0,0,0,1,0,1,8,4,0,10,0,0,1,1,1,5,1,0,2,0,0,3,0,0,7,1,1,0,1,0,0,1,0,0,4,0,2,2,1,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
