articles,bhd,million,share,said,year,price,thi,cimb,market,wa,bank,stock,group,ha,research,billion,malaysia,compani,hold,profit,also,sen,expect,net,invest,s,earn,trade,last,us,target,financi,growth,time,per,say,higher,note,manag,valu,valuat,would,analyst,may,today,first,investor,base,point,end,revenu,lower,edg,new,quarter,rate,fund,oil,close,index,due,kuala,increas,lumpur,report,rose,oper,fundament,asset,product,2014,cost,could,remain,week,strong,howev,month,continu,high,one,busi,2015,klci,posit,two,industri,sale,buy,project,current,declin,gain,like,maintain,call,sector,30,develop,capit
496,2,2,6,9,1,3,4,1,2,0,12,2,9,2,6,4,0,3,3,3,4,1,4,1,2,0,4,0,0,0,1,3,2,0,2,0,5,2,1,1,5,6,6,0,0,1,1,3,2,1,0,1,2,2,1,1,1,0,1,0,1,1,0,1,0,0,1,3,0,0,0,3,1,1,0,1,2,0,0,0,0,2,3,0,4,0,0,0,1,0,0,0,0,0,1,1,3,2,0,5
497,5,5,4,9,7,3,5,1,9,0,1,2,6,4,2,0,2,8,2,3,2,0,2,1,0,0,0,0,0,1,1,5,3,1,0,0,0,0,2,1,7,1,1,2,0,1,1,2,0,3,3,0,3,2,1,0,1,0,0,0,1,1,0,1,1,1,1,7,0,4,1,0,0,0,0,2,1,0,0,1,1,6,2,0,0,1,1,0,1,0,2,0,1,2,0,0,2,1,2,0
498,1,5,1,11,10,0,7,1,2,0,0,1,0,1,2,0,0,13,0,2,4,2,2,1,0,0,0,0,1,3,0,5,0,2,0,0,2,2,1,1,3,1,1,2,0,6,0,2,0,1,1,1,2,5,0,1,1,1,1,0,1,1,0,1,1,1,3,3,0,9,1,1,0,0,0,1,0,1,0,0,3,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,0
499,2,2,3,4,3,0,1,2,1,0,0,0,1,0,3,0,0,1,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,2,2,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,0,1,0,0
500,0,6,0,10,5,4,2,1,1,2,4,3,8,3,3,1,1,4,0,8,2,0,2,5,0,0,3,1,4,1,6,3,6,3,0,0,4,2,1,2,4,2,2,1,1,2,0,4,2,2,15,0,2,2,0,1,0,0,2,0,0,1,1,1,1,3,0,3,0,2,2,1,1,0,0,2,1,0,4,1,0,6,2,0,3,1,1,1,2,2,0,1,0,0,2,4,1,3,2,1
501,3,0,0,2,0,0,0,4,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,1,0,1,3,0,0,0,1,0,1,2,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
502,2,7,5,1,4,6,3,4,2,1,0,2,0,4,4,0,1,3,0,3,0,2,0,3,1,0,2,1,1,1,1,1,1,1,2,1,1,1,0,0,0,2,0,1,0,1,2,5,0,1,1,0,1,0,1,2,0,0,2,0,1,0,0,0,3,0,0,0,1,1,2,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0
503,2,7,5,1,4,6,3,4,2,1,0,2,0,4,4,0,1,3,0,3,0,2,0,3,1,0,2,1,1,1,1,1,1,1,2,1,1,1,0,0,0,2,0,1,0,1,2,5,0,1,1,0,1,0,1,2,0,0,2,0,1,0,0,0,3,0,0,0,1,1,2,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0
504,2,1,0,4,1,2,3,1,0,1,0,1,0,1,2,0,0,1,3,0,0,4,1,0,0,0,1,0,0,1,2,0,0,0,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
505,1,6,3,0,14,11,11,1,3,3,0,4,4,9,7,3,2,5,2,4,5,2,3,3,0,0,4,1,4,0,2,2,0,3,6,3,1,3,1,2,6,6,8,0,1,2,1,3,2,1,2,1,3,1,2,0,0,1,1,0,0,0,1,0,1,0,2,4,1,2,2,1,4,0,1,2,2,1,0,0,4,0,1,0,0,0,0,0,2,1,0,3,1,0,0,0,0,0,1,0
506,7,4,0,3,1,2,1,2,0,1,2,1,0,2,0,0,2,4,1,0,2,0,0,1,8,0,0,3,0,0,0,1,0,0,2,0,1,0,4,1,0,0,0,2,0,0,7,0,0,0,0,0,0,0,0,0,14,0,3,10,0,1,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0
507,23,0,11,1,4,1,8,1,5,7,0,3,24,8,4,0,5,29,25,2,5,0,0,1,14,0,2,6,6,0,1,5,2,6,3,10,0,3,8,28,10,4,0,1,1,2,16,2,1,1,0,3,2,0,0,0,2,0,0,0,0,0,1,0,2,0,2,10,12,0,1,0,6,0,0,1,2,1,0,0,4,31,1,0,0,3,0,0,0,1,0,0,1,5,2,0,0,1,4,5
508,13,14,14,0,3,3,1,1,3,0,4,3,2,1,1,0,2,8,5,2,1,2,0,2,1,0,0,3,1,0,0,1,0,2,1,1,0,2,0,2,7,0,0,0,0,1,0,3,0,1,2,1,2,0,0,0,0,1,0,0,0,0,1,0,1,1,0,7,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3
509,3,9,0,2,13,27,14,1,3,3,3,5,0,7,3,6,6,3,1,6,3,0,5,2,1,0,1,0,3,5,0,2,1,0,5,9,1,3,0,1,4,1,6,1,0,2,0,3,1,6,2,6,3,0,5,0,0,11,1,0,3,1,0,1,4,1,2,4,0,5,6,2,0,1,0,2,1,2,0,2,2,0,4,0,0,0,0,0,0,0,2,3,0,2,0,0,4,0,0,0
510,7,2,0,0,15,0,13,3,0,8,14,1,9,4,1,1,4,2,1,6,8,0,4,3,1,0,0,0,6,7,2,2,5,4,0,14,1,1,1,1,3,3,2,0,0,5,0,2,1,1,0,0,3,5,0,0,1,0,0,0,1,0,2,0,0,0,2,3,3,1,3,4,7,1,2,1,3,4,2,0,5,8,1,0,1,3,3,0,0,0,1,1,1,3,1,3,0,0,1,1
511,12,0,0,4,15,0,6,5,2,7,32,2,28,7,1,0,12,2,4,1,9,0,0,0,7,0,0,0,10,0,0,5,0,1,0,1,0,1,13,1,6,4,0,0,0,1,0,2,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,2,0,5,6,0,0,0,0,0,0,2,1,0,6,1,0,0,2,1,0,1,2,1,0,0,0,2,0,0,1,0,0,1,0,0,1
512,3,10,1,0,4,1,8,1,4,1,19,3,3,8,3,1,4,3,1,4,3,4,2,3,0,0,6,0,2,3,4,1,3,2,2,8,0,3,2,4,3,3,0,0,0,1,0,5,0,1,3,1,2,3,0,1,1,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,2,0,1,2,0,2,0,0,1,5,1,0,2,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0
513,5,0,0,2,0,0,4,1,0,0,1,3,1,1,0,2,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,1,1,3,0,1,0
514,3,0,0,1,24,4,15,1,12,4,7,1,1,5,0,0,5,12,1,0,3,0,10,0,4,0,0,0,5,3,0,3,2,2,1,13,0,2,5,0,0,7,0,2,0,1,0,1,1,5,0,4,1,1,1,2,0,5,2,0,1,0,5,0,1,0,3,0,0,0,6,0,2,2,0,1,8,4,4,8,4,8,3,0,3,2,4,0,0,0,1,0,0,2,1,0,5,3,10,1
515,2,0,0,1,3,0,1,5,1,1,3,1,7,6,1,0,1,2,1,1,1,0,0,0,3,0,0,0,1,0,1,3,0,0,0,0,0,0,4,1,3,0,0,0,0,1,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,3,2,1,0,0,0,0,0,1,0,0,2,0,0,1,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1
516,21,26,14,7,7,6,2,8,12,4,7,3,18,15,1,9,5,6,8,3,4,14,1,4,3,14,0,5,0,3,0,1,0,0,0,0,2,1,3,3,12,2,0,2,17,0,0,3,0,1,2,2,1,1,1,0,2,1,8,0,0,1,1,1,0,2,1,12,4,6,1,0,1,0,0,1,0,0,0,0,3,1,3,0,1,2,0,2,0,0,3,0,1,0,0,0,0,1,2,0
517,2,1,1,0,1,0,1,1,1,0,5,1,1,1,1,4,0,1,1,1,1,1,0,0,1,2,0,0,0,4,0,0,0,0,0,0,1,1,0,4,3,0,0,0,2,0,0,2,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,3,0,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
518,2,1,2,1,3,0,0,7,2,1,3,1,7,6,1,1,1,1,1,1,1,1,0,0,3,3,0,0,1,0,1,1,0,0,0,0,1,1,4,1,3,0,0,0,2,0,0,2,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,3,2,1,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
519,10,0,0,0,17,10,12,1,6,3,6,3,2,5,8,0,4,7,3,2,4,2,7,2,3,0,15,0,9,9,0,1,16,0,4,13,1,3,0,2,12,2,6,5,0,1,1,2,1,1,2,4,4,4,4,1,1,10,2,1,5,0,0,0,3,0,1,11,0,1,3,7,4,2,1,2,2,1,4,1,0,1,4,3,2,1,2,0,0,1,1,1,0,5,1,0,10,2,1,1
520,1,0,0,2,5,0,6,4,7,1,5,1,4,2,1,2,2,1,1,1,1,0,1,0,2,2,0,0,2,0,1,0,1,0,0,0,0,1,0,1,3,0,0,0,1,0,0,2,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,2,0,3,3,1,0,2,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2
521,3,1,6,4,2,3,2,2,2,0,1,1,0,2,2,0,0,1,2,1,1,3,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,2,0,1,3,0,0,0,2,0,4,3,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,3,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
522,1,2,1,1,5,2,5,1,4,0,0,2,0,0,1,0,0,8,0,0,0,0,0,0,1,0,2,0,0,0,2,2,2,3,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,3,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,0,1,1,1,0,0,1,1,2,0,3,2,0,0,1,0,0,0,1,1,2,0,0,0,0,0
523,4,12,5,0,11,7,8,1,0,2,0,1,3,5,2,0,4,15,3,2,4,2,5,1,1,0,1,1,2,3,0,3,2,2,2,6,0,1,1,1,4,6,1,1,0,2,0,5,0,3,1,0,3,4,0,3,1,7,0,0,2,0,2,0,1,0,3,4,0,2,1,4,0,0,2,2,5,1,1,0,0,4,1,0,0,1,3,1,0,0,2,0,0,1,0,0,1,3,0,2
524,6,12,14,1,1,12,1,1,3,7,1,11,2,1,2,0,2,5,1,2,2,3,0,1,3,0,0,6,0,1,1,2,0,0,0,0,2,3,0,1,7,0,0,0,0,2,0,4,0,1,0,0,3,0,1,0,0,2,6,0,0,0,0,0,1,0,0,6,0,2,1,0,1,0,0,2,1,0,0,1,0,0,1,0,0,3,1,1,0,0,0,0,2,0,1,0,0,0,1,0
525,7,5,4,0,1,8,5,1,1,2,1,3,3,1,2,3,1,0,3,3,3,10,2,0,2,0,1,2,0,2,1,2,0,2,2,0,1,0,0,2,0,1,0,1,0,1,0,0,6,2,1,2,1,3,2,0,0,1,1,10,2,0,1,0,3,1,0,0,0,0,4,1,0,4,2,0,1,2,1,8,2,0,2,3,2,2,0,0,1,0,0,1,0,2,0,2,0,1,0,0
526,2,0,0,4,9,0,9,13,6,2,24,1,20,6,1,2,1,2,2,4,7,0,2,2,8,0,0,0,4,1,8,2,0,2,0,6,0,1,9,1,3,2,4,2,0,1,0,3,1,1,0,0,2,9,0,0,0,0,0,0,0,0,0,0,1,0,3,3,1,0,3,7,0,0,0,2,1,2,1,0,4,3,2,0,2,0,1,0,1,0,3,0,1,4,0,0,0,3,0,0
527,2,2,2,5,2,1,0,8,3,2,2,1,1,0,1,8,0,1,2,6,1,1,1,4,5,4,1,1,1,0,1,1,0,0,0,0,0,3,0,1,3,1,0,0,1,0,0,2,0,1,2,2,1,1,1,1,0,0,0,0,0,1,0,1,1,0,1,3,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
528,12,11,7,1,2,0,3,1,1,0,8,1,0,3,1,0,4,3,0,4,2,5,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,3,3,0,0,0,0,3,0,3,0,0,0,1,1,1,0,0,3,0,1,0,0,1,0,1,0,0,1,3,2,1,0,0,0,0,0,1,0,1,0,0,3,2,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,2,0,1
529,21,52,25,6,27,0,1,6,0,7,2,2,11,1,1,17,5,2,20,20,8,30,1,21,2,6,2,0,0,1,0,3,1,0,13,0,5,1,1,1,11,0,0,1,3,0,0,3,0,10,19,3,1,2,10,0,0,0,0,0,1,1,3,1,3,3,1,11,0,0,14,2,1,0,0,1,5,1,0,0,1,1,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,4,2
530,1,1,1,3,5,0,2,9,3,3,4,1,5,0,1,8,1,1,1,5,1,7,0,3,1,1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,2,0,0,0,0,0,0,2,0,1,3,1,1,0,2,0,0,0,1,0,0,1,1,1,0,0,2,2,1,0,2,0,0,2,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
531,4,15,2,1,8,10,4,1,1,3,0,2,5,3,6,1,2,3,2,5,3,3,1,7,0,0,2,0,4,0,2,1,0,2,3,5,3,2,2,3,3,1,4,2,0,2,1,6,2,1,3,1,2,0,2,0,4,4,2,0,1,0,0,0,4,0,1,3,0,0,2,4,6,0,2,1,1,0,0,0,1,0,2,0,3,2,0,4,2,8,1,0,1,0,3,3,0,3,1,1
532,2,0,2,3,1,3,0,1,0,2,0,2,1,2,2,0,0,0,2,1,0,1,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
533,4,0,8,5,5,6,3,4,4,5,4,4,0,1,1,0,0,1,2,1,1,1,5,0,4,1,0,0,2,0,0,0,3,1,0,0,0,3,0,1,3,0,1,0,1,1,0,4,0,0,0,0,1,1,0,0,0,0,0,0,3,1,0,1,0,1,0,3,0,0,1,1,0,1,0,1,0,0,2,0,0,0,1,0,0,1,1,3,0,0,0,0,0,0,1,0,3,0,0,0
534,1,0,0,3,0,2,0,1,1,0,0,1,0,1,2,0,0,1,0,0,0,0,1,0,0,1,4,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0
535,8,4,13,3,0,6,0,1,2,0,2,1,1,1,1,1,1,1,0,1,1,1,0,0,1,2,0,0,0,0,0,0,0,0,2,0,0,1,0,1,3,0,0,0,2,0,0,4,0,0,0,0,1,2,0,0,0,0,1,0,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
536,3,2,3,5,3,6,1,4,0,2,1,1,2,0,3,0,0,2,2,5,2,1,2,4,1,6,4,1,0,0,2,2,0,1,0,0,1,2,0,1,3,0,2,1,2,1,0,2,1,1,0,2,1,0,2,0,0,4,0,0,0,2,0,2,1,0,1,3,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,2,0,0,2,2,0,1,0,0
537,7,1,1,0,5,2,6,6,2,3,29,2,3,1,4,3,2,2,2,3,1,0,4,3,2,0,9,0,4,0,0,1,6,0,0,6,0,6,5,1,8,0,3,2,0,1,0,5,0,2,1,2,3,2,1,4,1,2,0,0,1,0,3,0,0,0,3,8,4,2,1,4,1,2,0,1,0,1,2,0,0,1,2,0,0,0,3,0,0,3,3,0,1,1,2,0,6,1,0,2
538,1,6,2,5,5,3,2,3,3,3,0,0,4,1,1,0,0,1,1,0,1,2,1,0,0,3,5,3,1,0,3,3,2,2,1,0,1,3,0,0,1,0,1,0,3,0,1,0,0,0,1,0,0,2,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,3,0,1,1,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
539,1,1,0,4,0,2,0,2,0,2,0,1,0,1,3,0,0,1,0,3,0,0,1,2,0,0,0,1,0,0,2,0,2,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
540,4,0,0,2,3,0,0,1,2,0,2,2,2,2,0,0,11,2,3,0,0,4,0,0,1,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,1,4,0,0,1,0,0,0,0,0,0,2,0,0,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1,0,0,2,0,0,0,1,0,0,0,0,2,0,0
541,1,0,2,0,2,4,2,1,1,0,0,1,1,0,1,0,0,0,0,0,2,1,1,3,0,0,1,1,0,4,2,2,1,4,8,0,0,0,0,3,0,0,0,0,0,1,1,2,0,0,3,1,1,0,0,2,0,0,0,0,1,0,3,0,0,0,0,0,0,3,0,5,0,0,0,6,0,0,0,0,0,2,1,0,1,0,1,0,0,0,0,1,0,0,0,0,2,2,0,0
542,9,0,0,11,0,1,2,1,0,6,10,1,1,1,1,5,3,2,1,1,3,0,1,0,4,0,0,1,1,7,0,7,0,9,2,1,0,0,1,1,6,2,1,1,0,1,1,3,0,0,0,0,3,0,0,0,5,1,0,0,0,1,0,1,5,0,0,4,0,0,2,0,0,0,0,2,1,0,0,0,2,1,2,0,0,0,2,0,0,0,1,0,0,1,0,1,2,0,1,3
543,21,15,6,5,6,1,0,5,1,4,8,1,8,7,1,14,2,5,4,7,3,7,0,6,1,4,0,0,0,0,1,1,1,0,2,0,1,1,2,3,9,2,0,1,2,0,0,3,0,3,4,3,1,3,5,0,0,0,0,0,0,1,0,1,1,3,1,9,1,0,2,0,2,1,0,1,1,0,0,0,1,2,3,0,0,0,2,0,0,3,1,0,0,0,0,0,0,0,4,0
544,4,0,1,5,4,0,1,7,4,1,20,1,6,1,1,2,1,1,1,2,3,1,1,0,2,1,0,0,0,0,4,0,2,0,0,0,1,1,1,1,3,0,0,0,1,0,0,3,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,3,0,0,0,1,0,0,0,2,0,0,0,0,1,2,3,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1
545,11,6,3,1,10,7,4,1,0,10,0,3,13,6,3,7,4,3,2,2,2,0,2,1,7,0,2,0,5,0,1,1,0,3,3,2,0,0,1,1,2,1,8,1,0,1,1,0,2,3,2,1,2,0,0,0,0,12,1,0,0,0,0,0,3,0,3,0,8,1,1,0,2,4,1,0,4,1,1,0,1,6,1,0,0,1,0,5,1,0,1,0,0,1,1,0,5,1,0,0
546,1,0,0,1,0,0,0,2,0,2,0,1,3,0,1,0,0,1,1,1,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,4,1,3,0,1,0,1,0,0,2,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,0,0,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
547,6,4,3,1,1,5,4,1,1,2,4,4,3,2,1,2,0,0,2,3,0,0,2,0,3,0,0,3,0,2,1,3,0,3,1,0,0,0,0,2,0,1,0,0,0,2,0,0,6,3,1,2,1,1,1,0,0,1,2,10,1,1,0,1,1,2,3,0,0,0,4,0,0,4,1,0,1,2,0,8,0,0,4,3,3,1,0,0,2,0,1,1,0,1,0,2,1,0,1,0
548,1,3,1,0,3,1,4,1,2,1,0,1,0,4,1,0,1,3,0,0,0,0,0,0,0,0,3,0,0,0,1,2,3,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,2,0
549,3,0,11,0,2,7,5,16,3,8,5,2,3,10,0,2,3,0,1,0,2,0,1,0,0,0,0,0,4,0,0,2,1,4,3,8,0,0,0,2,2,2,0,5,1,4,0,3,3,0,1,0,4,1,1,2,0,0,0,0,1,0,0,0,2,0,4,0,2,0,1,1,6,0,0,2,0,0,1,0,4,0,1,0,0,2,4,0,0,0,6,0,0,0,0,1,0,0,0,1
550,6,4,18,1,3,6,4,1,0,5,1,2,2,3,2,1,2,7,2,0,2,5,0,1,2,0,0,4,3,0,0,2,0,14,2,3,0,1,3,3,1,0,5,1,0,2,1,0,0,1,0,0,2,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,1,1,0,1,1,2,1,0,1,1,0,0,3,0,3,2,0,1,0,0,0,1,1,0
551,3,2,2,0,2,2,4,1,4,3,0,1,0,0,1,2,2,1,2,1,0,1,1,2,0,0,4,1,0,0,2,3,2,2,2,0,0,1,1,2,0,0,0,0,0,2,0,0,0,1,0,1,1,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,5,0,0,0,0,1,2,0,0,0,0,0,4,0,2,0,0,0,0,1,0,0,0,0,0,0,1,3,0,1
552,13,5,18,8,3,9,3,4,9,3,2,6,5,1,4,3,3,4,4,2,5,0,0,9,2,0,1,3,4,1,0,3,1,1,0,0,0,1,1,1,13,0,0,1,0,1,1,2,0,0,0,0,3,0,0,0,19,3,2,0,2,1,2,1,1,0,1,14,0,0,1,0,1,0,0,1,1,2,0,1,0,1,2,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,2
553,3,1,3,3,1,1,1,3,0,1,3,2,0,3,4,0,6,2,0,1,1,2,1,0,0,1,0,0,0,0,1,0,2,0,0,0,0,2,0,1,3,1,0,0,3,0,0,2,0,0,1,0,1,0,0,2,0,0,0,0,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
554,6,2,2,0,0,0,4,1,10,6,1,2,3,2,0,7,4,0,3,1,1,0,3,3,2,0,0,4,4,7,0,1,0,1,3,0,4,0,0,1,0,1,0,4,0,1,0,0,15,0,0,0,1,0,0,0,0,5,0,10,0,0,7,0,0,3,0,0,0,0,0,0,0,1,21,2,3,1,9,3,2,0,1,5,0,4,1,0,1,0,0,5,1,1,0,0,0,1,0,0
555,1,2,2,3,1,2,1,2,3,3,2,7,1,2,5,0,1,1,3,1,3,0,1,0,2,1,3,0,0,0,1,1,0,0,0,0,0,3,0,2,3,0,1,1,0,1,0,2,0,0,0,3,1,1,1,0,0,0,0,1,1,2,1,2,0,0,0,3,4,1,2,2,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
556,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
557,3,2,1,0,5,2,2,1,0,2,1,1,1,1,0,0,2,2,0,3,2,1,1,3,1,0,5,1,1,2,1,2,0,2,1,0,1,0,0,0,0,2,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,0,1,0,6,0,2,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0
558,1,0,0,4,0,2,1,1,2,1,0,3,0,1,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
559,8,0,3,9,6,6,6,1,4,1,5,3,1,4,7,0,1,3,2,3,6,0,5,1,3,0,2,0,2,2,1,5,1,0,0,1,2,1,0,2,7,5,9,3,0,1,0,2,0,0,0,2,4,3,2,2,0,0,0,0,2,1,1,1,5,0,2,6,0,0,1,4,4,0,0,3,0,0,0,0,0,1,1,0,1,0,2,1,2,0,0,0,0,3,1,3,6,0,0,0
560,3,5,1,5,1,0,1,9,0,1,3,1,2,0,1,6,0,1,1,3,1,0,0,4,1,2,1,1,0,0,0,1,1,0,0,0,0,1,1,1,3,0,0,0,0,0,0,2,1,2,0,0,1,0,0,0,1,0,0,0,3,1,5,1,0,0,2,3,2,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
561,13,1,17,3,4,4,8,19,0,15,16,1,9,13,0,5,6,3,8,0,7,0,0,0,14,0,0,0,0,1,0,2,0,10,8,7,1,0,2,2,1,6,0,1,0,1,2,1,0,0,0,0,3,2,0,0,8,0,0,0,1,0,0,0,4,0,1,0,5,0,1,4,1,0,0,1,2,1,1,0,6,3,0,0,1,4,2,0,1,0,1,0,0,2,0,0,0,0,2,5
562,1,3,9,3,1,2,1,3,0,1,0,5,8,0,3,2,0,1,0,1,2,2,2,0,0,6,0,1,0,0,4,0,0,0,0,0,1,3,0,2,3,1,0,0,2,0,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2,1,0,0,0,4,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,2,0,3,0,1,0,0,0,0,1,1,0,0,2,2
