articles,bhd,million,share,said,year,price,thi,cimb,market,wa,bank,stock,group,ha,research,billion,malaysia,compani,hold,profit,also,sen,expect,net,invest,s,earn,trade,last,us,target,financi,growth,time,per,say,higher,note,manag,valu,valuat,would,analyst,may,today,first,investor,base,point,end,revenu,lower,edg,new,quarter,rate,fund,oil,close,index,due,kuala,increas,lumpur,report,rose,oper,fundament,asset,product,2014,cost,could,remain,week,strong,howev,month,continu,high,one,busi,2015,klci,posit,two,industri,sale,buy,project,current,declin,gain,like,maintain,call,sector,30,develop,capit
295,1,8,2,0,4,2,5,1,2,4,1,2,1,1,1,0,0,6,1,1,0,2,1,2,0,0,2,0,0,0,1,2,0,0,3,0,0,0,1,1,1,1,0,3,0,1,0,0,0,3,2,1,1,0,0,0,2,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,5,1,0,0,2,2,1,0,0,0,1,0,1,1,2,5,1,5,1,1,0,0,4,0,0,2,1,0
296,7,2,1,0,0,0,5,1,13,3,0,1,1,1,0,5,4,0,3,0,2,0,4,2,3,0,0,4,9,7,0,1,0,1,2,0,2,0,0,1,0,0,0,3,0,1,1,0,12,0,0,0,1,0,0,0,0,3,1,11,0,0,7,0,0,2,0,0,0,0,0,0,0,3,18,0,2,1,5,1,1,0,0,3,0,1,1,0,1,0,0,9,0,2,0,0,0,1,0,0
297,3,5,3,0,0,2,8,1,0,1,0,2,5,1,1,0,0,0,1,3,0,1,6,1,0,0,5,0,0,0,1,1,1,0,2,0,2,0,0,0,1,0,0,3,0,2,1,0,1,2,2,6,1,0,1,0,0,0,0,0,1,0,2,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
298,5,4,2,0,5,1,1,1,2,2,0,1,1,3,1,0,1,1,0,1,2,2,0,1,0,0,2,1,0,0,1,2,1,3,4,0,0,0,0,1,0,0,0,3,0,2,1,1,0,0,0,0,1,0,1,5,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
299,2,0,2,0,1,5,2,1,1,0,0,1,4,0,1,0,1,1,2,0,0,0,2,0,0,0,2,1,0,2,1,2,3,2,3,0,1,1,4,0,1,0,1,3,0,2,0,0,0,1,0,2,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,2,0,0,5,2,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0
300,4,2,1,9,2,19,4,1,1,1,1,6,0,8,2,0,0,5,2,1,2,1,1,1,3,0,3,1,2,2,3,2,5,6,3,0,3,6,2,1,1,4,3,5,0,2,1,1,0,1,0,6,2,2,2,3,3,0,3,0,3,1,0,1,2,0,0,0,0,6,1,3,0,2,0,3,1,1,3,0,0,0,0,0,1,2,1,0,0,1,3,2,1,0,2,2,1,1,0,0
301,11,1,0,15,6,11,4,1,13,3,1,7,1,4,1,1,3,4,2,0,9,0,4,1,6,0,6,2,4,4,0,4,3,3,1,3,1,3,5,1,2,4,1,10,0,2,0,1,7,1,0,4,3,0,0,1,3,4,1,4,1,1,0,1,0,0,0,0,3,2,1,0,0,3,3,7,3,4,3,2,4,3,0,3,1,2,1,0,0,0,4,1,1,7,0,0,7,1,1,1
302,2,1,1,0,1,1,1,10,0,4,5,1,5,3,1,1,0,0,3,2,0,0,2,3,1,0,3,0,0,0,1,2,11,1,1,0,4,0,2,1,0,0,0,3,0,2,0,0,1,0,0,4,1,0,4,1,0,0,0,0,3,0,1,0,1,2,3,0,3,0,0,2,0,6,0,0,0,0,2,0,1,4,0,0,1,0,1,0,2,0,1,0,0,1,3,0,0,0,0,1
303,1,12,6,0,7,7,3,5,2,4,1,6,1,10,7,0,7,8,1,2,5,0,5,2,0,0,12,2,3,0,3,4,1,3,2,6,1,2,2,0,5,1,4,4,0,5,0,0,2,2,5,0,3,1,1,1,1,0,0,0,1,0,1,0,2,0,0,0,0,0,0,4,3,0,0,0,0,5,0,7,2,1,3,0,1,3,1,0,0,0,2,0,0,0,1,1,0,1,0,1
304,2,0,3,1,1,5,2,1,0,3,3,3,0,5,2,0,2,0,1,1,1,7,0,1,1,0,1,2,2,0,3,0,0,3,0,0,0,1,0,2,0,1,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,3,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0
305,7,18,4,2,19,2,10,57,5,15,65,3,47,13,0,7,14,10,8,3,14,0,1,1,17,0,0,0,8,2,2,3,3,7,0,22,1,1,6,0,1,6,4,4,3,5,1,0,2,1,3,0,3,6,1,2,1,0,3,0,2,0,3,0,3,0,12,0,5,0,1,14,4,1,0,2,0,0,1,2,4,18,6,0,5,0,6,0,0,0,0,0,1,1,0,0,0,2,0,10
306,18,19,11,12,11,5,3,1,5,5,7,1,6,8,0,6,3,4,2,6,1,5,2,10,2,10,2,3,3,0,0,3,2,1,7,0,4,0,3,1,0,0,0,3,5,3,0,3,0,7,4,1,0,4,7,2,1,1,0,0,3,2,1,2,2,2,1,0,3,1,0,2,0,2,0,1,0,1,2,1,0,0,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,2,7,1
307,1,1,3,0,3,6,3,3,0,0,0,1,1,4,4,0,3,1,0,0,0,4,1,0,0,0,0,2,4,0,4,0,0,0,0,2,0,0,0,0,0,2,1,2,0,1,1,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,5,1
308,3,0,5,0,2,6,4,1,1,0,1,1,3,2,1,0,0,0,3,1,0,0,1,2,0,0,3,0,1,0,2,4,4,3,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,2,0,1,0,0,1,2,0,0,1,0,0,1,0,0,1
309,2,1,2,2,0,0,0,5,1,0,1,1,5,1,0,2,0,0,1,1,0,1,0,0,0,4,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,1,0,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
310,1,2,2,6,0,0,0,4,0,4,0,4,1,0,4,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
311,2,4,0,4,6,0,2,1,4,1,0,2,1,1,0,0,8,0,0,0,0,0,2,0,0,0,0,4,0,0,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,2,0,0,0,0,3,0,0,0,0,0,0,0,0,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,1,1,3,1,0,4,1,1,0,0,0,0,0,1,2,0,0,0,1,2,0,5,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
313,6,0,5,0,1,4,5,1,2,1,0,4,3,2,1,2,1,1,2,0,1,3,1,0,2,0,2,2,0,4,1,3,0,4,3,0,2,0,1,1,0,1,0,1,0,1,0,0,4,1,1,0,1,0,0,0,0,0,1,13,1,0,0,0,1,1,0,0,0,2,2,0,0,1,1,0,0,1,0,4,0,0,2,4,1,0,1,0,5,0,2,0,2,2,0,0,0,0,0,1
314,1,4,3,2,0,1,1,2,0,3,4,0,1,0,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3
315,1,2,2,6,0,1,0,3,0,4,0,4,1,0,4,0,0,0,1,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
316,4,2,0,0,7,0,7,14,2,3,27,1,21,4,5,2,4,1,1,3,4,0,0,2,8,0,0,0,4,1,1,0,0,0,0,4,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,2,1,0,1,0,0,0,1,0,2,0,0,0,3,0,3,0,0,1,1,0,0,0,1,0,0,2,2,0,0,4,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1
317,12,5,9,0,6,8,2,1,1,3,0,6,6,11,12,2,8,4,7,2,2,2,3,4,3,0,1,3,4,0,4,1,1,11,1,8,1,1,0,3,5,1,3,2,0,1,3,1,1,2,1,1,3,1,1,1,0,0,1,0,4,0,0,0,2,0,2,0,3,0,0,0,1,1,0,1,0,2,7,2,1,1,1,0,0,0,0,5,2,0,1,2,0,1,3,2,1,0,0,1
318,0,4,0,0,0,4,3,1,0,2,0,4,0,1,1,0,5,0,0,0,0,0,4,0,0,0,1,0,0,0,0,1,1,0,2,0,1,0,0,0,0,0,0,1,0,2,0,0,0,1,0,2,1,0,1,0,0,5,0,0,3,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,3,0,1,0,0,0
319,1,6,6,0,3,0,6,1,8,2,2,1,0,7,4,1,3,6,2,4,1,0,1,1,0,0,3,1,4,0,0,1,0,6,2,5,0,2,1,2,2,1,5,2,0,3,1,1,2,2,1,0,2,1,0,0,0,6,0,0,0,0,0,0,1,0,2,0,2,1,0,0,0,0,1,2,1,1,0,0,1,1,0,0,0,1,1,1,5,0,0,0,0,1,0,2,0,0,0,0
320,3,5,9,5,2,7,3,2,3,3,1,0,2,0,2,0,0,2,0,1,0,2,0,2,0,16,6,0,0,0,2,1,0,4,2,0,0,2,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,2,1,1,2,0,0,0,0,1,1,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,2,1,1,0,0,0
321,8,1,5,2,11,4,4,5,4,1,37,1,4,8,6,1,2,0,4,6,3,0,2,5,0,0,5,2,4,0,1,7,8,6,0,2,2,1,4,5,7,0,3,2,0,4,2,2,1,1,1,3,1,0,1,2,0,1,0,0,2,0,6,0,1,0,3,2,7,1,1,5,2,3,0,2,2,0,2,3,2,6,12,0,2,3,4,0,0,0,3,2,1,0,0,0,11,0,0,7
322,1,1,2,4,0,2,0,1,0,0,0,0,0,0,2,1,0,0,1,0,0,4,1,0,0,1,0,2,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0
323,1,4,11,6,0,7,1,3,1,0,1,2,1,0,6,3,1,0,1,0,0,1,0,2,1,0,2,1,2,0,0,1,1,3,2,0,2,5,1,0,0,3,1,2,0,1,4,2,1,1,0,1,2,2,1,0,1,1,2,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,2,2,0,0,2,0,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
324,1,12,2,9,9,4,6,1,10,1,1,4,7,7,7,0,0,0,1,5,1,1,1,3,0,0,2,0,1,2,1,4,2,0,0,1,0,3,0,0,0,0,1,1,0,1,0,0,0,3,4,0,2,4,1,1,0,0,1,0,2,1,4,1,0,0,0,0,0,4,0,0,0,5,0,2,3,0,0,1,0,0,3,0,1,1,1,1,1,0,4,0,0,2,2,1,0,0,3,4
325,1,3,3,4,4,0,4,10,2,3,0,1,4,0,0,2,2,2,1,0,2,1,0,0,1,7,0,1,2,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,1,0,1,1,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
326,3,1,4,0,3,3,3,3,1,4,0,2,0,1,3,0,1,1,1,1,0,11,0,0,0,0,5,2,3,0,2,1,1,4,1,2,4,0,0,1,2,1,4,0,0,1,2,0,0,2,0,1,1,0,0,0,0,0,2,0,1,0,1,0,1,0,2,0,0,4,0,1,1,0,0,0,1,2,1,2,0,1,3,0,0,0,0,0,0,0,1,0,0,0,1,1,0,3,0,1
327,2,1,1,0,4,6,1,1,1,1,0,3,3,1,1,0,0,1,2,2,0,1,3,1,0,0,2,2,2,0,1,3,5,3,4,0,2,0,1,0,1,0,0,0,0,1,1,0,0,1,0,4,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,2,0,4,1,0,0,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,3,0,1,2,0,0
328,1,0,3,5,1,3,2,4,1,0,0,3,1,0,7,1,0,3,0,0,1,2,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,2,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,8,2,0,2,1,1,1,0,0,0,0
329,5,6,1,1,6,0,3,1,1,2,17,1,5,8,1,2,2,1,5,1,1,0,0,0,12,0,0,1,4,0,0,0,0,4,0,5,0,1,8,3,1,2,0,1,0,1,3,0,0,0,0,1,2,1,0,0,0,0,1,0,1,0,1,0,3,0,1,0,6,0,4,0,3,0,0,1,1,3,0,0,2,5,0,0,0,1,4,0,1,0,1,0,0,1,0,0,0,4,0,0
330,1,1,7,1,3,10,0,5,1,4,0,4,3,1,7,0,1,0,2,2,1,2,3,1,0,5,5,4,1,0,2,1,3,4,2,0,1,1,0,0,1,0,2,0,1,0,1,0,0,0,0,3,0,0,0,3,0,0,0,0,0,1,1,1,0,0,0,1,0,2,0,3,1,1,0,2,1,0,1,1,0,0,0,0,2,2,0,0,1,0,1,2,1,0,2,1,1,0,0,0
331,7,1,1,0,1,2,2,1,8,6,0,2,3,0,0,5,2,0,2,0,3,0,3,2,2,0,0,5,9,9,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,14,1,0,0,1,0,0,2,0,6,0,10,0,0,6,0,0,5,0,0,0,0,0,0,0,2,20,1,1,2,8,0,3,0,0,5,1,3,1,0,2,0,1,3,0,1,0,0,1,0,0,1
332,2,0,2,0,9,13,4,1,10,1,2,2,0,4,0,0,4,7,0,0,1,0,3,0,19,0,1,2,5,9,0,0,8,2,2,10,0,0,4,1,0,3,0,3,0,1,5,2,0,1,0,3,1,1,1,4,14,11,0,0,0,0,2,0,0,0,2,1,5,3,0,1,3,2,0,2,1,0,6,4,0,0,1,0,3,0,1,1,2,0,5,0,0,3,1,0,13,1,2,2
333,4,7,7,0,7,2,3,1,0,8,5,5,5,5,3,2,5,1,2,1,0,2,1,3,0,0,1,1,5,0,1,3,0,2,1,5,3,0,1,1,0,4,4,0,0,3,1,0,1,0,1,0,3,1,3,0,1,0,2,0,2,0,1,0,4,1,0,0,1,0,2,2,1,1,1,1,2,5,1,0,2,0,0,0,1,3,3,0,0,0,0,1,0,1,1,2,0,1,1,1
334,2,0,3,4,1,1,0,4,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,1,3,1,0,0,0,1,0,2,0,0,0,0,1,0,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
335,13,0,5,5,17,7,5,1,0,7,3,10,2,2,0,18,1,0,14,2,5,0,0,0,21,0,6,0,3,0,0,0,1,4,0,1,4,4,1,0,0,1,0,1,0,0,2,1,0,2,0,3,1,1,2,3,3,0,0,0,0,0,4,0,2,3,0,0,24,0,7,0,3,0,0,0,2,1,1,0,1,0,17,0,0,1,0,1,2,0,2,0,1,3,0,0,0,8,0,0
336,7,2,2,0,1,6,7,1,2,2,3,4,3,1,1,2,0,1,2,3,1,0,3,3,4,0,0,1,0,4,2,4,1,2,1,0,1,0,0,0,0,1,2,1,0,1,0,0,4,1,0,1,1,1,0,1,0,1,1,15,1,1,0,1,1,3,0,0,1,0,4,0,0,0,1,0,0,1,2,8,0,2,3,4,2,2,0,0,8,0,0,1,2,2,0,4,0,1,0,0
337,2,1,2,0,3,0,3,3,0,2,1,1,3,0,0,0,3,0,1,0,0,2,2,0,0,1,1,2,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,1,0,4,0,0,2,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
338,2,4,2,2,2,2,2,5,1,2,1,1,2,2,3,3,0,2,1,0,0,4,0,0,1,0,0,1,2,0,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,2,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
339,1,2,4,0,6,2,3,1,2,0,0,1,2,3,3,0,2,0,0,1,0,0,1,1,0,0,2,1,3,0,0,6,0,0,0,0,0,0,0,0,0,2,4,0,0,1,0,0,0,3,0,0,3,2,3,0,0,0,1,0,0,1,1,1,2,0,1,0,0,0,0,1,1,0,0,2,1,1,0,1,0,0,3,0,0,1,0,4,0,0,0,0,1,0,0,0,1,1,0,0
340,10,0,3,1,0,4,1,1,5,0,4,2,2,0,0,2,2,0,2,1,0,0,0,0,1,5,0,1,0,5,0,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,0,3,0,0,0,0,0,0,2,0,7,2,1,0,2,2,2,2,3,0,0,1,0,0,0,2,1,2,0,0,1,1,0,0,0,0,3,1,0,1,0,0,0,0,2,2,1,0,0,0,0,0,0
341,2,3,4,3,0,4,1,3,2,0,1,2,0,1,1,0,0,7,0,0,0,1,0,1,2,0,0,1,0,0,2,0,0,0,3,0,0,2,0,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,4,0,1,0,1,2,1,1,0,1,0,0,0,1,0,0,0,0,1,0,2,4,0,1,2,0,1,0,1,1,0,2,0,0
342,2,3,0,0,3,1,4,1,3,4,5,1,2,0,1,0,3,0,1,1,1,0,2,2,0,0,2,0,3,0,1,3,3,0,0,0,3,0,8,0,0,0,1,1,0,2,0,0,0,0,0,0,1,4,0,1,1,0,0,0,2,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,2,1,0,0,0,1,0,0,0,3,2,0,0,0,1
343,8,0,2,0,0,5,5,1,2,3,2,5,1,1,1,2,1,0,4,0,1,8,1,0,3,0,0,3,0,3,1,1,0,3,1,0,1,0,0,0,0,1,0,1,0,1,0,0,4,1,0,1,1,1,0,0,0,2,1,15,1,0,0,0,1,5,0,1,0,1,4,0,0,0,1,0,1,2,0,10,0,0,4,4,1,2,0,0,6,0,1,2,2,2,0,1,0,1,0,0
344,2,0,3,5,1,4,4,1,3,2,1,1,0,0,7,2,1,2,0,0,0,5,1,0,1,0,1,1,0,0,0,1,0,0,3,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,1,1,0,0
345,1,0,4,2,2,5,3,2,0,2,0,1,1,0,4,0,1,3,0,0,0,1,0,0,0,0,0,1,5,0,2,2,0,0,0,3,2,1,2,0,0,1,1,0,0,1,3,0,0,0,0,0,2,1,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1
346,2,4,3,5,1,2,2,4,3,1,1,1,2,2,0,1,2,0,2,2,0,1,0,3,1,3,1,0,0,0,1,0,5,0,0,0,1,2,0,0,0,0,2,0,2,0,0,0,0,1,0,2,0,2,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
347,12,0,1,2,0,0,2,1,0,7,1,0,3,0,4,1,1,2,2,0,1,8,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,1,0,0,1,0,0,1,0,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,3,0,1,1
348,3,4,3,0,2,4,1,1,0,1,1,3,1,1,0,1,0,0,1,2,1,1,3,2,1,0,6,1,0,1,2,2,1,5,6,0,5,0,0,0,0,0,0,0,0,2,0,1,0,0,2,1,1,4,2,2,0,0,1,0,3,0,1,0,0,3,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,1,0,0,2,0,1,1,0,0
349,1,2,2,6,0,1,0,3,0,4,0,4,1,0,4,0,0,0,1,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
350,2,12,7,4,2,6,7,2,1,3,0,1,1,1,3,1,4,0,0,3,1,1,1,3,0,0,3,1,1,0,0,3,1,0,0,0,1,2,1,1,0,4,1,0,0,2,4,1,0,2,2,1,2,3,1,0,0,0,2,0,0,1,1,1,0,0,0,0,0,0,0,0,4,1,0,0,3,0,0,1,2,1,2,0,2,1,0,0,0,3,1,0,0,1,0,0,0,2,0,0
351,5,8,0,7,9,2,3,2,6,0,0,2,3,7,3,0,2,1,3,3,7,7,2,3,2,0,1,2,4,1,1,1,2,1,1,0,2,0,2,0,0,1,0,0,0,1,0,1,0,2,2,0,1,4,1,1,0,0,1,0,1,1,1,1,0,1,2,0,0,7,0,2,1,0,1,0,0,0,0,1,2,3,2,0,0,2,0,2,0,0,3,0,0,2,0,1,0,0,1,1
352,1,13,1,1,3,3,3,2,1,2,0,1,8,4,2,0,0,0,0,8,4,4,0,6,0,3,0,1,0,2,1,0,0,0,0,0,1,1,0,0,0,0,1,0,3,0,0,0,0,2,5,0,0,0,1,0,0,0,1,0,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,2,0,0,1,2,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,1
353,1,1,6,5,3,4,1,3,0,3,0,2,4,1,3,10,0,0,2,5,1,3,2,3,1,3,1,0,0,0,4,3,1,1,2,0,1,2,0,0,1,1,0,0,0,1,0,0,1,4,3,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,2,0,3,1,0,2,0,1,1,0,9,2,2,3,1,1,1,2,1,0,0,3,1
354,1,3,5,2,7,2,2,5,0,1,1,0,2,1,5,8,1,0,1,5,2,4,1,4,0,3,1,2,0,0,2,2,5,1,3,0,2,1,0,1,0,0,0,0,1,1,0,1,0,2,1,5,0,1,2,0,0,0,0,0,0,1,0,1,0,1,4,0,1,0,1,3,0,0,0,0,2,0,0,0,1,0,2,0,2,0,0,0,1,0,0,0,1,0,2,3,0,0,0,0
355,20,0,0,10,0,0,0,1,12,4,1,3,4,0,5,0,1,1,6,0,1,0,1,0,0,0,0,5,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,2,0,1,1,2,1,0,3,0,0,0,0,0,2,3,4,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,3,2,0,0,0,2,0,0,0,0,2,0,0,1,0,2,0
356,2,3,3,3,1,2,0,3,1,1,1,2,0,0,0,0,1,1,1,0,0,6,0,2,1,4,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,2,0,0,0,1,1,0,0,0,2,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
357,2,1,4,4,1,3,1,1,3,6,1,1,1,4,0,2,3,0,2,0,1,3,1,0,1,0,0,3,1,0,0,0,1,0,0,1,2,2,0,2,0,0,3,0,1,2,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,3,2,0,1,0,0,0,2,0,0,0
358,0,6,0,3,0,3,1,2,0,2,0,1,0,0,1,0,2,0,0,0,3,0,1,0,0,0,0,0,1,0,0,1,0,0,2,0,2,1,0,0,0,1,1,0,0,1,0,0,0,0,0,2,1,0,0,0,1,12,1,0,0,1,0,1,0,0,0,0,0,4,0,0,0,0,1,0,1,1,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
359,17,0,2,3,2,8,1,1,2,4,0,2,3,1,0,2,3,0,2,0,1,2,0,0,0,2,0,3,2,7,0,0,0,1,3,0,0,0,0,1,0,0,0,0,7,0,2,0,3,0,0,0,0,1,0,0,0,5,1,4,0,2,0,2,1,3,1,0,0,0,0,0,1,0,3,1,2,0,1,1,0,0,0,2,0,0,2,0,0,0,0,2,0,1,0,0,0,1,0,1
360,2,0,3,0,2,3,4,1,1,1,0,1,1,0,1,0,0,0,3,2,3,0,0,1,0,0,0,1,1,0,1,2,4,0,0,0,0,0,0,1,0,0,0,2,0,2,1,1,0,0,0,2,1,1,1,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,1,1,3,0,0,2,0,0,0,0,0,1,1,3,1,0,0,0,0,0
361,1,0,2,2,0,2,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
