articles,million,bhd,said,share,year,wa,petrona,ha,price,market,stock,group,thi,compani,billion,sen,malaysia,contract,oil,s,us,trade,profit,expect,ga,includ,project,also,research,today,per,net,klci,point,valu,sdn,develop,last,earn,revenu,valuat,kuala,fbm,lumpur,end,hold,time,higher,activ,quarter,financi,servic,lower,close,base,say,new,bank,may,first,fundament,oper,investor,current,would,note,bursa,due,index,secur,invest,rose,accord,gainer,2015,ad,fell,product,industri,busi,counter,posit,edg,score,two,rate,corp,gain,construct,could,capit,remain,manag,percent,local,offshor,one,announc,asset,report
305,17,7,0,4,6,3,5,4,5,2,1,8,2,2,4,4,2,0,1,0,0,0,1,2,2,1,0,2,0,0,0,3,0,0,0,2,0,2,0,0,0,0,0,0,5,2,2,0,0,2,3,0,1,1,0,6,1,1,1,1,0,2,2,2,0,1,1,0,0,0,0,0,1,0,0,0,0,2,3,0,0,1,1,0,1,0,0,1,0,3,3,2,2,0,1,0,0,2,0,0
306,0,4,0,4,2,6,3,0,2,0,2,1,1,2,2,0,1,0,0,0,0,0,3,1,0,0,0,1,0,0,0,2,0,0,1,0,0,7,1,1,0,0,0,0,0,0,1,0,0,0,2,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0
307,0,0,3,4,0,1,2,0,0,3,1,0,0,0,2,0,1,1,0,2,2,2,0,2,1,3,0,1,1,1,0,0,3,4,1,0,0,0,0,0,0,1,3,1,0,0,0,2,3,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,2,0,1,0,0,0,0,1,2,1,0,0,0,2,0,0,0,1,0,0,2,0,0,0,0,0,0
308,0,0,3,4,0,1,2,0,0,3,1,0,0,0,2,0,1,1,0,2,2,2,0,2,1,3,0,1,1,1,0,0,3,4,1,0,0,0,0,0,0,1,3,1,0,0,0,2,3,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,2,0,1,0,0,0,0,1,2,1,0,0,0,2,0,0,0,1,0,0,2,0,0,0,0,0,0
309,3,0,3,6,0,2,2,0,0,1,1,0,0,0,0,2,0,1,0,3,0,2,0,0,1,3,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2,0,0,0,1,2,0,2,0,0,0,0,2,1,1,0,0,0,2,1,0,1,1,0,1,3,1,0,0,0,1,0
310,3,0,3,6,0,2,2,0,0,1,1,0,0,0,0,2,0,1,0,1,0,2,0,0,1,3,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,3,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,1,2,0,0,0,1,2,0,2,0,0,0,0,2,1,1,0,0,0,2,1,0,1,1,0,1,3,1,0,0,0,1,0
311,1,0,6,3,1,2,2,1,0,0,3,0,1,0,2,2,0,1,0,1,1,2,2,1,1,3,0,0,2,1,0,1,2,2,1,0,0,1,0,0,0,1,2,1,1,0,0,1,2,0,0,0,0,2,0,0,0,1,0,0,0,0,2,0,0,1,0,0,3,2,0,1,1,2,0,0,1,0,0,0,2,1,0,0,0,0,1,1,0,0,0,1,0,0,2,0,1,0,0,0
312,1,0,6,3,1,2,2,1,0,0,3,0,1,0,2,2,0,1,0,1,1,2,2,1,1,3,0,0,2,1,0,1,2,2,1,0,0,1,0,0,0,1,2,1,1,0,0,1,2,0,0,0,0,2,0,0,0,1,0,0,0,0,2,0,0,1,0,0,3,2,0,1,1,2,0,0,1,0,0,0,2,1,0,0,0,0,1,1,0,0,0,1,0,0,2,0,1,0,0,0
313,3,0,5,2,0,2,2,1,0,0,3,0,0,0,0,2,0,0,0,0,0,2,2,1,1,3,0,0,2,1,0,1,3,2,1,0,0,1,0,0,0,1,3,1,1,0,0,1,2,0,0,0,0,2,1,0,0,1,0,0,0,0,2,0,0,1,0,0,1,2,0,1,0,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0
314,3,0,5,2,0,2,2,1,0,0,3,0,0,0,0,2,0,0,0,0,0,2,2,1,1,3,0,0,2,1,0,1,3,2,1,0,0,1,0,0,0,1,3,1,1,0,0,1,2,0,0,0,0,2,1,0,0,1,0,0,0,0,2,0,0,1,0,0,1,2,0,1,0,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0
315,0,7,0,2,2,3,3,6,6,4,11,1,4,6,9,0,4,3,2,0,0,2,0,0,2,1,0,0,5,0,6,0,3,1,0,0,0,5,5,0,3,0,3,0,1,0,6,2,0,0,0,0,0,4,0,5,0,0,0,1,0,0,0,0,1,2,0,2,1,1,4,1,2,0,2,0,0,0,2,0,1,0,1,0,1,2,1,0,0,0,2,1,0,0,9,0,0,0,0,0
316,0,7,0,2,2,3,3,6,6,4,11,1,4,6,9,0,4,3,2,0,0,2,0,0,2,1,0,0,5,0,6,0,3,1,0,0,0,5,5,0,3,0,3,0,1,0,6,2,0,0,0,0,0,4,0,5,0,0,0,1,0,0,0,0,1,2,0,2,1,1,4,1,2,0,2,0,0,0,2,0,1,0,1,0,1,2,1,0,0,0,2,1,0,0,9,0,0,0,0,0
317,2,0,4,4,0,2,1,0,0,1,2,0,0,0,1,2,0,1,0,2,3,2,3,0,0,3,0,1,1,0,0,0,4,4,1,0,0,0,0,0,0,1,4,1,0,0,0,1,4,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,3,1,2,0,2,1,0,0,0,2,0,0,0,0,0,1,1,0,0,1,0,0,2,0,0,0,0,0,0
318,2,0,4,4,0,2,1,0,0,1,2,0,0,0,1,2,0,1,0,2,3,2,3,0,0,3,0,1,1,0,0,0,4,4,1,0,0,0,0,0,0,1,4,1,0,0,0,1,4,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,3,1,2,0,2,1,0,0,0,2,0,0,0,0,0,1,1,0,0,1,0,0,2,0,0,0,0,0,0
319,2,1,2,1,0,1,3,2,2,0,3,1,1,4,0,4,1,0,0,0,0,3,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,3,0,2
320,2,1,2,1,0,1,3,2,2,0,3,1,1,4,0,4,1,0,0,0,0,3,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,3,0,2
321,4,3,3,2,3,1,7,1,0,0,1,3,2,3,0,2,2,0,0,0,0,0,0,1,2,1,0,1,0,0,1,2,0,0,0,1,0,1,2,1,0,1,0,1,2,1,0,0,0,3,5,0,1,1,1,0,0,0,0,2,0,4,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0
322,4,0,4,4,0,3,2,1,0,2,4,0,0,0,0,3,0,1,0,2,2,4,0,0,1,5,2,0,1,2,0,1,4,1,2,0,0,1,1,0,0,1,4,1,0,0,0,1,3,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,3,1,0,1,2,2,0,2,0,0,0,0,2,1,1,0,0,1,0,0,0,1,2,0,0,2,3,0,0,0,0,1
323,4,0,4,4,0,3,2,1,0,2,4,0,0,0,0,3,0,1,0,2,2,4,0,0,1,5,2,0,1,2,0,1,4,1,2,0,0,1,1,0,0,1,4,1,0,0,0,1,3,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,3,1,0,1,2,2,0,2,0,0,0,0,2,1,1,0,0,1,0,0,0,1,2,0,0,2,3,0,0,0,0,1
324,2,0,3,3,1,3,2,0,0,1,1,0,0,0,1,2,1,0,0,0,0,3,1,0,1,4,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,3,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,2,0,0,0,0,1,0,2,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0
325,2,0,3,3,1,3,2,0,0,1,1,0,0,0,1,2,1,0,0,0,0,3,1,0,1,4,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,3,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,2,0,0,0,0,1,0,2,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0
326,14,1,4,1,6,4,1,0,0,0,1,0,3,3,2,3,2,0,0,0,1,0,5,1,0,1,1,0,0,0,1,3,0,0,0,0,1,0,0,5,0,1,0,1,1,1,0,1,0,2,1,1,5,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,0,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0
327,1,1,5,2,2,1,1,2,1,0,1,0,1,0,2,1,1,2,0,0,0,0,0,1,0,1,0,1,4,2,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0
328,1,1,5,2,2,1,1,2,1,0,1,0,1,0,2,1,1,2,0,0,0,0,0,1,0,1,0,1,4,2,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0
329,3,0,5,2,0,1,2,0,0,2,2,0,1,1,0,0,0,1,0,0,2,2,0,0,1,2,0,0,1,2,0,0,3,1,1,0,0,0,0,0,0,1,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,4,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,1
330,3,0,5,2,0,1,2,0,0,2,2,0,1,1,0,0,0,1,0,0,2,2,0,0,1,2,0,0,1,2,0,0,3,1,1,0,0,0,0,0,0,1,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,4,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,1
331,3,0,7,4,0,4,2,1,2,6,2,0,0,0,0,1,1,0,0,1,1,2,0,2,1,4,0,1,1,0,0,0,4,1,1,0,0,0,0,0,0,1,3,1,0,0,1,0,2,0,0,0,1,1,0,0,0,0,0,1,0,0,1,2,0,0,0,0,1,0,1,0,1,2,0,1,2,0,1,0,2,1,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0
332,3,0,8,4,0,4,2,1,2,6,2,0,0,0,0,1,1,0,0,1,1,2,0,2,1,4,0,1,1,0,0,0,4,1,1,0,0,0,0,0,0,1,3,1,0,0,1,0,2,0,0,0,1,1,0,0,0,0,0,1,0,0,1,2,0,0,0,0,1,0,1,0,1,2,0,1,2,0,1,0,2,1,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0
333,4,0,7,4,1,6,2,0,0,3,2,0,0,0,0,1,1,0,0,1,4,6,0,4,1,3,0,2,2,1,0,1,3,3,1,0,0,4,0,0,0,1,3,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,2,1,0,0,1,0,0,2,0,0,3,2,0,0,1,2,0,0,1,0,0,0,2,0,0,0,0,0,0,2,0,0,1,0,0,1,2,0,0,0,0,0
334,4,0,7,4,1,6,2,0,0,3,2,0,0,0,0,1,1,0,0,1,4,6,0,4,1,3,0,2,2,1,0,1,3,3,1,0,0,4,0,0,0,1,3,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,2,1,0,0,1,0,0,2,0,0,3,2,0,0,1,2,0,0,1,0,0,0,2,0,0,0,0,0,0,2,0,0,1,0,0,1,2,0,0,0,0,0
335,2,0,2,4,0,2,2,0,0,3,2,0,0,0,1,2,1,0,0,2,1,2,0,0,2,4,0,0,1,0,0,0,2,1,1,0,0,0,0,0,0,1,2,1,0,0,0,1,2,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,2,0,0,2,0,0,0,2,1,0,0,0,1,0,2,0,0,0,1,0,3,1,0,0,1,0,0
336,3,0,3,3,0,3,1,0,0,2,3,0,0,0,0,2,0,0,2,0,0,2,0,0,1,3,0,2,1,0,0,0,3,2,1,0,0,0,0,0,1,1,2,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2,0,2,0,0,0,0,2,1,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0
337,3,0,3,3,0,3,1,0,0,2,3,0,0,0,0,2,0,0,2,0,0,2,0,0,1,3,0,2,1,0,0,0,3,2,1,0,0,0,0,0,1,1,2,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2,0,2,0,0,0,0,2,1,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0
338,3,0,3,2,0,3,1,0,0,1,4,0,0,0,0,2,0,0,2,0,0,2,0,0,1,3,0,2,1,0,0,0,2,2,1,0,0,0,0,0,1,1,1,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,2,0,1,0,0,0,0,2,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
339,3,0,3,2,0,3,1,0,0,1,4,0,0,0,0,2,0,0,2,0,0,2,0,0,1,3,0,2,1,0,0,0,2,2,1,0,0,0,0,0,1,1,1,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,2,0,1,0,0,0,0,2,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
340,3,0,6,4,2,4,2,0,0,2,2,0,0,0,0,2,1,0,0,2,0,3,0,2,0,4,0,1,2,0,0,2,1,2,1,0,0,0,0,0,0,1,1,1,4,1,0,0,3,0,0,0,2,0,0,0,2,2,0,0,0,0,2,0,0,1,0,2,2,2,0,1,1,1,0,0,3,0,0,0,3,0,0,0,0,0,2,0,0,0,2,1,0,2,3,0,0,1,1,1
341,3,0,6,4,2,4,2,0,0,2,2,0,0,0,0,2,1,0,0,2,0,3,0,2,0,4,0,1,2,0,0,2,1,2,1,0,0,0,0,0,0,1,1,1,4,1,0,0,3,0,0,0,2,0,0,0,2,2,0,0,0,0,2,0,0,1,0,2,2,2,0,1,1,1,0,0,3,0,0,0,3,0,0,0,0,0,2,0,0,0,2,1,0,2,3,0,0,1,1,1
342,4,0,6,3,0,3,1,0,1,5,4,0,1,0,0,2,0,0,0,2,1,1,0,0,0,3,0,1,2,1,0,2,3,4,1,0,0,0,2,0,0,1,3,1,4,1,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,3,1,0,0,1,2,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,2,2,0,1,0,0,0
343,4,0,6,3,0,3,1,0,1,5,4,0,1,0,0,2,0,0,0,2,1,1,0,0,0,3,0,1,2,1,0,2,3,4,1,0,0,0,2,0,0,1,3,1,4,1,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,3,1,0,0,1,2,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,2,2,0,1,0,0,0
344,0,3,6,3,0,2,1,3,0,10,5,5,0,0,3,1,2,0,0,1,3,5,0,1,1,2,0,3,1,6,0,0,2,2,1,0,1,0,1,0,3,1,1,1,1,1,0,0,0,0,1,0,0,2,0,0,1,4,0,0,0,0,0,0,0,1,1,1,2,1,1,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,3
345,0,3,6,3,0,2,1,3,0,10,5,5,0,0,3,1,2,0,0,1,3,5,0,1,1,2,0,3,1,6,0,0,2,2,1,0,1,0,1,0,3,1,1,1,1,1,0,0,0,0,1,0,0,2,0,0,1,4,0,0,0,0,0,0,0,1,1,1,2,1,1,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,3
346,8,3,0,4,4,1,2,2,6,0,1,0,4,3,0,0,1,7,0,0,7,0,0,0,1,2,0,1,1,0,4,0,0,0,0,1,0,0,10,0,1,0,0,0,3,0,2,1,0,3,2,0,1,1,0,0,1,0,1,7,0,1,1,2,0,0,0,1,0,5,0,0,0,0,3,0,0,3,1,0,0,0,1,0,4,5,0,0,0,2,0,2,0,0,0,3,0,1,3,1
347,8,19,11,4,4,4,6,8,6,1,6,7,3,11,2,2,3,4,3,3,2,2,3,5,3,1,4,4,2,6,2,2,0,0,2,10,2,1,3,1,0,2,0,2,2,2,1,1,1,1,2,6,0,1,2,0,3,0,2,0,0,0,1,2,1,0,1,0,0,3,0,1,2,1,1,1,0,1,1,3,0,0,0,0,0,0,1,1,2,0,0,1,1,0,1,0,4,7,0,5
348,8,19,11,4,4,4,6,8,6,1,6,7,3,11,2,2,3,4,3,3,2,2,3,5,3,1,4,4,2,6,2,2,0,0,2,10,2,1,3,1,0,2,0,2,2,2,1,1,1,1,2,6,0,1,2,0,3,0,2,0,0,0,1,2,1,0,1,0,0,3,0,1,2,1,1,1,0,1,1,3,0,0,0,0,0,0,1,1,2,0,0,1,1,0,1,0,4,7,0,5
349,3,0,6,4,5,4,1,0,0,0,1,1,1,0,0,1,2,0,0,2,2,4,2,1,0,3,0,2,1,0,0,0,2,2,1,0,0,1,0,0,0,1,2,1,1,0,0,0,4,0,0,1,1,2,0,0,2,2,2,0,0,0,3,0,1,1,0,1,1,1,0,0,1,2,0,0,1,0,0,0,2,0,1,0,0,2,2,0,0,1,0,0,0,0,0,0,0,1,0,0
350,3,0,6,4,5,4,1,0,0,0,1,1,1,0,0,1,2,0,0,2,2,4,2,1,0,3,0,2,1,0,0,0,2,2,1,0,0,1,0,0,0,1,2,1,1,0,0,0,4,0,0,1,1,2,0,0,2,2,2,0,0,0,3,0,1,1,0,1,1,1,0,0,1,2,0,0,1,0,0,0,2,0,1,0,0,2,2,0,0,1,0,0,0,0,0,0,0,1,0,0
351,0,4,6,3,2,2,3,0,1,1,5,1,2,0,0,2,0,0,1,0,0,3,0,1,4,1,2,2,3,4,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,3,1,0,0,0,1,0,1,0,0,2,1,1,0,1,0,1,2,0,3,0,0,1,1,0,3,0,0,2,0,0,0,3,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0
352,0,4,6,3,2,2,3,0,1,1,5,1,2,0,0,2,0,0,1,0,0,3,0,1,4,1,2,2,3,4,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,3,1,0,0,0,1,0,1,0,0,2,1,1,0,1,0,1,2,0,3,0,0,1,1,0,3,0,0,2,0,0,0,3,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0
353,2,0,3,3,0,2,2,0,0,1,2,0,1,0,1,2,0,0,0,2,2,3,0,2,1,3,0,0,1,0,0,0,3,1,1,0,0,2,0,0,0,1,2,1,0,0,0,0,2,0,0,2,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
354,2,0,3,3,0,2,2,0,0,1,2,0,1,0,1,2,0,0,0,2,2,3,0,2,1,3,0,0,1,0,0,0,3,1,1,0,0,2,0,0,0,1,2,1,0,0,0,0,2,0,0,2,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
355,3,0,4,4,1,2,1,0,0,1,2,0,1,0,0,1,0,0,0,1,2,3,0,0,0,3,0,0,1,0,0,0,3,1,1,0,0,2,0,0,0,1,2,1,0,0,0,0,2,0,0,0,1,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,2,0,0,1,1,2,0,2,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0,2,0,3,0,0,0,0,0,0
356,3,0,4,4,1,2,1,0,0,1,2,0,1,0,0,1,0,0,0,1,2,3,0,0,0,3,0,0,1,0,0,0,3,1,1,0,0,2,0,0,0,1,2,1,0,0,0,0,2,0,0,0,1,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,2,0,0,1,1,2,0,2,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0,2,0,3,0,0,0,0,0,0
