articles,bhd,share,million,bank,said,price,market,stock,thi,year,wa,ha,group,malaysia,billion,maybank,research,trade,index,sen,expect,invest,also,compani,us,hold,point,profit,s,high,earn,klci,low,time,growth,net,financi,say,last,per,target,may,level,analyst,would,valuat,cimb,end,note,valu,fbm,close,investor,lower,higher,first,buy,2015,oil,base,declin,manag,busi,rate,daili,includ,2014,quarter,report,sell,kuala,fell,edg,lumpur,month,new,remain,could,today,due,fundament,2016,revenu,recent,like,week,activ,sinc,continu,industri,averag,one,current,rose,capit,support,move,oper,asset,dividend
389,13,7,30,5,13,1,4,1,3,10,5,6,4,6,4,2,0,1,0,7,4,3,3,5,1,5,0,9,2,0,0,0,1,0,3,8,0,0,0,4,0,3,0,0,1,0,1,6,0,1,0,4,0,2,1,1,0,0,1,2,2,0,1,0,0,0,8,5,2,1,1,6,0,1,1,4,0,0,4,2,0,0,8,1,0,0,0,0,3,2,1,3,1,1,1,1,0,2,0,2
390,1,1,3,1,6,1,0,1,3,2,0,3,0,0,0,2,3,1,0,1,2,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,3,0,0,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
391,1,1,3,1,6,1,0,1,3,2,0,3,0,0,0,2,3,1,0,1,2,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,3,0,0,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
392,0,2,3,2,6,1,1,2,2,1,3,0,0,0,0,1,1,4,2,2,2,0,0,0,4,1,4,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,5,2,1,1,0,0,0,0,1,0,0,0,0,3,0,3,0,0,0,0,1,3,0,1,2,0,0,3,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,1,0,1,0,0,0
393,0,2,3,2,6,1,1,2,2,1,3,0,0,0,0,1,1,4,2,2,2,0,0,0,4,1,4,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,5,2,1,1,0,0,0,0,1,0,0,0,0,3,0,3,0,0,0,0,1,3,0,1,2,0,0,3,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,1,0,1,0,0,0
394,0,4,3,0,2,0,2,2,1,0,3,0,0,0,0,1,1,4,3,1,2,0,0,0,1,0,4,0,3,0,0,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,5,2,1,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,1,1,0,1,0,0,0
395,0,4,3,0,2,0,2,2,1,0,3,0,0,0,0,1,1,4,3,1,2,0,0,0,1,0,4,0,3,0,0,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,5,2,1,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,1,1,0,1,0,0,0
396,1,0,0,1,4,3,0,1,1,0,1,1,0,0,0,3,3,0,0,0,3,1,0,0,0,0,0,1,0,0,4,0,0,0,0,1,0,0,0,0,1,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
397,0,5,3,3,3,0,1,1,1,0,2,0,0,1,0,1,1,5,4,2,2,0,1,0,0,0,4,1,1,0,0,6,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,5,2,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,1,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,2,1,0,1,0,0,0
398,0,5,3,3,3,0,1,1,1,0,2,0,0,1,0,1,1,5,4,2,2,0,1,0,0,0,4,1,1,0,0,6,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,5,2,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,1,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,2,1,0,1,0,0,0
399,13,15,11,3,8,7,1,1,5,8,3,6,4,6,4,3,0,4,0,10,3,1,3,12,0,2,0,3,3,0,3,0,2,1,1,2,3,0,3,2,2,1,0,1,1,0,0,2,0,1,0,2,0,1,3,3,1,1,8,2,0,0,2,0,0,0,4,4,0,0,1,4,1,1,2,4,1,1,4,1,1,0,3,1,0,2,3,1,0,1,0,1,2,2,1,0,1,0,1,1
400,13,15,11,3,8,7,1,1,5,8,3,6,4,6,4,3,0,4,0,10,3,1,3,12,0,2,0,3,3,0,3,0,2,1,1,2,3,0,3,2,2,1,0,1,1,0,0,2,0,1,0,2,0,1,3,3,1,1,8,2,0,0,2,0,0,0,4,4,0,0,1,4,1,1,2,4,1,1,4,1,1,0,3,1,0,2,3,1,0,1,0,1,2,2,1,0,1,0,1,1
401,0,4,0,4,2,0,6,4,2,2,0,0,0,1,0,1,2,0,4,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,0,3,1,0,0,1,0,2,0,0,0,0,0,2,0,1,0,0,1,0,3,0,0,0,2,0,0,0
402,6,2,0,1,0,4,2,7,4,1,4,4,1,1,3,2,1,2,9,0,1,2,1,0,0,3,5,1,0,10,1,4,7,3,1,0,1,0,0,2,4,3,7,3,0,1,1,2,0,1,1,2,1,3,0,1,1,0,0,1,2,0,0,0,7,0,4,0,2,5,1,0,1,1,2,0,1,1,0,3,0,0,0,3,3,1,1,3,0,2,2,0,1,1,2,4,4,2,0,0
403,0,1,0,0,1,1,2,2,0,0,3,1,0,0,0,1,0,0,3,0,0,0,0,1,0,0,0,0,1,0,1,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
404,1,0,2,0,0,3,0,2,1,1,2,0,0,1,3,1,2,1,0,0,0,1,0,0,0,1,0,3,0,0,5,0,0,1,2,3,2,0,0,0,3,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,3,0,0,0,0,0,1,1,0,4,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
405,0,5,1,0,2,1,1,2,1,1,3,0,0,0,0,1,0,3,0,10,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,2,0,2,0,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0
406,3,3,3,13,6,4,0,3,6,4,0,7,12,1,0,4,2,0,0,0,0,2,1,0,0,2,0,1,0,0,1,0,0,0,3,0,1,0,2,0,7,0,0,5,2,1,1,0,0,0,0,1,0,0,0,2,2,0,0,0,0,3,1,0,1,0,1,0,2,0,1,0,1,1,0,2,0,1,0,0,0,0,3,0,1,0,0,1,0,0,0,1,3,0,1,0,1,1,3,0
407,3,14,2,0,3,5,0,2,3,1,4,2,0,2,1,1,1,7,0,12,0,1,3,0,0,1,0,0,0,0,1,0,2,0,0,0,1,0,1,3,2,0,1,2,0,0,0,1,0,0,0,1,2,3,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,3,1,1,0,1,1,0,0,1,5,0,0,0,0,0,1,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0
408,3,14,2,0,3,5,0,2,3,1,4,2,0,2,1,1,1,7,0,12,0,1,3,0,0,1,0,0,0,0,1,0,2,0,0,0,1,0,1,3,2,0,1,2,0,0,0,1,0,0,0,1,2,3,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,3,1,1,0,1,1,0,0,1,5,0,0,0,0,0,1,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0
409,3,14,2,0,3,5,0,2,3,1,4,2,0,2,1,1,1,7,0,12,0,1,3,0,0,1,0,0,0,0,1,0,2,0,0,0,1,0,1,3,2,0,1,2,0,0,0,1,0,0,0,1,2,3,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,3,1,1,0,1,1,0,0,1,5,0,0,0,0,0,1,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0
410,4,13,1,1,5,8,0,2,7,1,1,1,0,2,1,1,3,3,0,13,7,1,2,0,0,2,0,0,0,1,0,0,3,1,0,1,2,0,2,2,1,2,1,5,0,0,0,1,2,1,0,4,0,2,1,3,1,0,0,2,1,0,0,0,1,0,2,0,0,2,1,2,1,1,2,2,1,0,0,0,0,0,0,0,2,0,1,0,2,0,1,1,1,1,0,0,0,0,0,0
411,9,9,8,2,6,5,1,3,1,1,3,4,0,6,1,2,0,3,0,3,0,0,2,6,0,0,1,4,2,1,1,0,2,0,0,2,0,0,1,5,0,3,3,1,0,0,0,3,0,0,0,0,0,2,2,0,0,0,3,1,0,1,1,0,0,1,2,1,0,0,2,1,0,2,3,1,1,2,7,0,0,0,3,1,0,1,1,6,2,1,0,2,1,3,1,0,0,0,0,0
412,9,9,8,2,6,5,1,3,1,1,3,4,0,6,1,2,0,3,0,3,0,0,2,6,0,0,1,4,2,1,1,0,2,0,0,2,0,0,1,5,0,3,3,1,0,0,0,3,0,0,0,0,0,2,2,0,0,0,3,1,0,1,1,0,0,1,2,1,0,0,2,1,0,2,3,1,1,2,7,0,0,0,3,1,0,1,1,6,2,1,0,2,1,3,1,0,0,0,0,0
413,3,0,0,1,3,0,0,2,3,4,2,4,0,1,3,1,0,0,0,0,0,1,2,1,1,1,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,3,1,0,0,2,1,0,1,1,1,0,0,1,0,0,0,0,2,0,1,0,0,3,0,1,1,1,0,0,0,0,0,2,0,0
414,0,6,1,4,2,1,0,5,2,0,4,0,1,2,0,1,0,3,6,1,0,1,0,1,0,0,1,1,5,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,2,2,0,1,1,0,0,0,1,2,0,0,0,0,0,1,0,4,1,1,0,0,1,2,0,0,0,0,0,2,0,0
415,0,4,3,0,3,0,2,2,0,0,1,0,0,1,0,1,1,4,1,3,0,0,0,0,0,0,2,0,2,1,0,3,3,0,0,0,0,0,3,0,0,1,2,0,0,0,0,0,2,1,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,1,2,0,1,0,1,0,0,0,0,0,0,0,1,0,2,4,1,0,0,0,0,0,0,0,2,0,0,0,0
416,0,4,3,0,3,0,2,2,0,0,1,0,0,1,0,1,1,4,1,3,0,0,0,0,0,0,2,0,2,1,0,3,3,0,0,0,0,0,3,0,0,1,2,0,0,0,0,0,2,1,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,1,2,0,1,0,1,0,0,0,0,0,0,0,1,0,2,4,1,0,0,0,0,0,0,0,2,0,0,0,0
417,0,6,3,0,3,0,2,2,0,0,1,0,0,1,0,1,1,5,1,3,0,0,0,0,0,0,2,1,1,1,0,3,2,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,1,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,1,0,1,4,1,0,0,0,0,0,0,0,2,0,0,0,0
418,0,6,3,0,3,0,2,2,0,0,1,0,0,1,0,1,1,5,1,3,0,0,0,0,0,0,2,1,1,1,0,3,2,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,1,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,1,0,1,4,1,0,0,0,0,0,0,0,2,0,0,0,0
419,0,5,2,1,5,0,5,1,2,0,3,1,0,1,3,1,1,3,5,2,2,0,1,0,1,0,4,1,1,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,5,2,0,1,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,2,1,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0
420,0,5,2,1,5,0,5,1,2,0,3,1,0,1,3,1,1,3,5,2,2,0,1,0,1,0,4,1,1,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,5,2,0,1,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,2,1,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0
421,7,1,4,17,8,2,4,1,4,5,0,0,1,7,10,0,0,0,0,0,0,1,2,1,0,1,0,0,0,0,0,0,1,2,0,0,5,0,2,0,0,0,0,0,0,0,1,0,5,0,0,0,2,1,0,0,0,0,0,2,0,1,0,1,0,3,0,0,1,2,1,0,0,0,0,4,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,1,5,0,0,0,2,0
422,4,0,4,3,4,0,0,1,0,4,0,0,1,5,0,1,0,0,1,0,0,3,1,7,1,1,0,0,8,0,0,0,0,0,0,0,2,0,1,0,0,3,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0
423,3,5,0,2,5,1,0,0,1,2,2,0,0,0,8,13,2,0,0,4,3,0,2,0,0,0,0,5,7,2,0,0,0,0,0,6,2,0,0,1,1,0,0,3,0,0,0,1,2,0,0,0,0,0,3,0,2,0,0,0,0,2,0,2,0,0,0,2,1,0,1,0,0,1,0,0,2,0,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,7
424,3,5,0,2,5,1,0,0,1,2,2,0,0,0,8,13,2,0,0,4,3,0,2,0,0,0,0,5,7,2,0,0,0,0,0,6,2,0,0,1,1,0,0,3,0,0,0,1,2,0,0,0,0,0,3,0,2,0,0,0,0,2,0,2,0,0,0,2,1,0,1,0,0,1,0,0,2,0,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,7
425,6,1,1,2,0,3,2,6,5,1,1,2,2,7,2,1,1,2,9,0,1,2,1,0,0,4,5,2,0,11,0,3,7,3,0,0,2,0,2,0,2,4,8,0,0,0,1,2,0,1,1,2,1,2,0,1,1,0,0,0,3,0,0,0,6,0,2,1,2,4,1,2,1,1,2,0,2,1,0,2,0,0,0,3,0,2,1,2,0,0,2,1,2,1,0,3,3,0,1,0
426,1,3,2,14,8,0,2,1,4,6,5,2,8,2,14,9,0,1,0,3,0,3,2,0,2,0,0,7,0,0,1,0,0,1,5,6,3,0,1,2,2,1,0,0,0,0,0,1,0,1,0,0,0,1,4,2,1,0,0,0,0,3,2,0,1,2,1,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,1,5,0,0,1,6,3,3
427,3,7,4,0,1,6,2,2,1,3,0,1,1,0,3,1,4,1,0,6,0,0,0,0,1,0,0,0,0,1,0,0,3,0,0,3,2,0,1,3,1,0,1,2,0,0,3,2,1,0,0,2,0,0,2,1,0,0,1,1,0,1,0,0,1,0,4,3,2,1,1,2,1,1,0,2,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0
428,6,6,0,1,4,1,1,2,3,0,1,1,1,2,0,2,1,1,0,9,1,1,1,1,0,1,0,0,4,0,1,0,0,2,2,0,1,0,0,4,1,0,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,2,0,0,1,0,2
429,6,6,0,1,4,1,1,2,3,0,1,1,1,2,0,2,1,1,0,9,1,1,1,1,0,1,0,0,4,0,1,0,0,2,2,0,1,0,0,4,1,0,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,2,0,0,1,0,2
430,1,6,0,1,0,0,3,5,0,0,2,0,0,2,0,0,0,0,7,0,2,0,0,0,1,0,0,0,3,3,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0,2,1,0,1,0,0,0,1,2,0,0,1,0,0,0
431,5,3,1,2,2,0,4,4,2,0,3,0,0,2,2,0,0,0,1,0,0,1,1,0,1,0,1,0,8,1,0,5,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,1,0,2,0,0,1,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0
432,5,3,1,2,2,0,4,4,2,0,4,0,0,2,2,0,0,0,1,0,0,1,1,0,1,0,1,0,8,1,0,5,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,1,0,2,0,0,1,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0
433,1,0,1,1,4,3,0,1,0,4,0,3,1,0,0,2,6,0,0,0,3,1,1,2,0,1,0,0,4,0,1,0,0,0,4,1,0,0,0,5,1,0,0,0,2,0,0,1,2,0,0,0,0,0,0,0,1,0,4,0,0,0,0,2,0,0,3,0,0,1,1,0,0,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
434,1,3,3,1,6,2,1,4,3,0,1,2,0,0,0,1,2,1,0,1,2,1,0,4,0,2,0,0,0,1,4,0,0,0,0,0,1,0,0,5,1,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,2,0,0,0,0,2,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0
435,1,3,3,1,6,2,1,4,3,0,1,2,0,0,0,1,2,1,0,1,2,1,0,4,0,2,0,0,0,1,4,0,0,0,0,0,1,0,0,5,1,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,2,0,0,0,0,2,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0
436,4,0,3,0,0,1,2,1,2,1,0,2,0,1,0,1,1,0,0,0,2,1,0,0,0,1,0,0,0,0,3,0,0,0,0,0,2,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,5,0,2,1,0,1,0,3,1,0,0,0,0,1,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0
437,1,0,4,2,10,3,6,2,4,3,2,1,1,5,0,1,0,1,0,0,2,4,1,0,0,1,0,0,9,0,0,0,0,1,0,1,1,0,0,0,1,2,0,0,1,0,1,0,0,0,0,0,9,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
438,0,4,2,0,7,0,6,4,1,1,3,0,0,2,3,1,2,2,2,2,1,0,0,0,1,0,2,0,2,0,0,3,0,0,0,1,0,0,4,0,0,0,2,0,0,0,0,0,1,1,3,0,1,0,0,0,2,0,1,0,1,0,0,0,0,3,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,5,4,0,3,0,0,0,1,1,1,3,0,0,0,0
439,0,4,2,0,7,0,6,4,1,1,3,0,0,2,3,1,2,2,2,2,1,0,0,0,1,0,2,0,2,0,0,3,0,0,0,1,0,0,4,0,0,0,2,0,0,0,0,0,1,1,3,0,1,0,0,0,2,0,1,0,1,0,0,0,0,3,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,5,4,0,3,0,0,0,1,1,1,3,0,0,0,0
440,4,9,17,2,0,22,9,6,5,3,4,9,8,5,10,1,10,7,0,2,9,1,2,0,2,5,1,6,0,3,17,0,1,13,4,5,0,0,0,11,9,1,2,0,1,0,5,0,1,14,0,1,3,5,7,1,12,3,3,2,0,5,3,2,0,1,3,3,2,2,0,0,1,0,1,4,5,5,0,7,0,0,3,5,2,0,1,3,4,0,4,0,2,0,1,1,1,2,5,0
441,1,3,7,2,8,3,0,4,5,6,1,1,0,0,0,2,3,2,0,1,4,2,2,1,0,0,0,0,0,1,5,0,0,0,0,1,0,0,2,0,1,0,0,3,1,0,2,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,2,0,0,0,1,0,0,0,2,1,0,0,0,3,0,1,0,0,0,0
442,1,3,7,2,8,3,0,4,5,6,1,1,0,0,0,2,3,2,0,1,4,2,2,1,0,0,0,0,0,1,5,0,0,0,0,1,0,0,2,0,1,0,0,3,1,0,2,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,2,0,0,0,1,0,0,0,2,1,0,0,0,3,0,1,0,0,0,0
443,3,13,23,0,0,24,2,6,14,7,5,9,7,1,16,2,10,2,0,4,9,2,4,3,7,6,0,5,0,2,12,0,1,8,2,10,0,0,0,16,10,1,1,0,0,3,0,0,0,5,0,0,1,0,4,2,3,2,1,6,2,5,5,5,0,4,5,1,1,0,0,0,1,0,0,3,3,0,0,2,0,0,3,3,3,0,1,2,4,4,3,4,1,1,2,4,1,0,2,11
444,0,5,1,2,4,1,2,2,0,1,2,0,0,1,0,1,0,1,5,0,1,0,0,0,2,0,0,0,4,0,0,0,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,1,2,3,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
445,6,2,0,1,3,0,10,5,0,1,5,5,0,3,2,0,1,1,0,0,0,0,2,0,7,0,1,0,8,1,0,3,0,2,1,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,1,0,5,0,0,0,2,0,0,0,4,2,0,0,0,0,0,0,1,1,1,4,0,1,0,0,1,1,2,1,0,0,0,0,1,0,0,1,2,0,0,0,2,0,3,0,0,0,2,0
446,6,2,0,1,3,0,10,5,0,1,5,5,0,3,2,0,1,1,0,0,0,0,2,0,7,0,1,0,8,1,0,3,0,2,1,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,1,0,5,0,0,0,2,0,0,0,4,2,0,0,0,0,0,0,1,1,1,4,0,1,0,0,1,1,2,1,0,0,0,0,1,0,0,1,2,0,0,0,2,0,3,0,0,0,2,0
447,0,5,2,0,4,0,2,1,1,0,4,0,0,1,1,1,1,3,2,2,0,0,0,0,0,0,1,0,3,1,0,4,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,1,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,3,0,1,0,1,2,0,1,1,1,0,0,0,0
448,0,5,2,0,4,0,2,1,1,0,4,0,0,1,1,1,1,3,2,2,0,0,0,0,0,0,1,0,3,1,0,4,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,1,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,3,0,1,0,1,2,0,1,1,1,0,0,0,0
449,0,6,3,0,4,0,2,1,0,1,2,0,0,1,0,1,1,3,7,2,2,0,0,0,1,1,1,0,5,0,0,2,3,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,1,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,2,2,1,2,0,1,2,1,1,0,1,1,0,0,0,0,0,1,4,0,0,1,0,0,0,1,1,1,0,0,0,0
450,0,6,3,0,4,0,2,1,0,1,2,0,0,1,0,1,1,3,7,2,2,0,0,0,1,1,1,0,5,0,0,2,3,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,1,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,2,2,1,2,0,1,2,1,1,0,1,1,0,0,0,0,0,1,4,0,0,1,0,0,0,1,1,1,0,0,0,0
451,6,2,0,0,0,4,6,6,2,1,1,2,3,1,3,2,0,4,10,0,1,2,1,1,1,3,6,2,0,7,1,4,7,4,1,0,1,0,0,0,2,4,5,0,0,0,1,2,0,1,1,2,2,2,1,1,1,0,0,1,5,0,0,0,6,0,2,0,1,5,0,3,1,0,1,1,2,1,0,2,1,0,1,4,1,1,2,3,0,1,3,0,1,1,1,3,4,0,0,1
452,0,3,0,0,1,1,2,4,0,0,3,0,0,0,0,1,0,2,3,0,1,1,1,0,1,0,0,0,2,0,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
453,0,1,0,3,5,0,5,2,0,0,1,0,0,2,0,1,2,1,1,0,3,0,0,1,2,1,3,0,1,0,1,4,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,3,0,2,1,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,2,1,0,0,0
454,0,1,0,3,5,0,5,2,0,0,1,0,0,2,0,1,2,1,1,0,3,0,0,1,2,1,3,0,1,0,1,4,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,3,0,2,1,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,2,1,0,0,0
455,0,2,3,1,2,0,1,1,0,0,2,0,0,0,0,1,1,2,2,2,1,0,0,0,1,1,1,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,0,1,1,1,0,0,0,0
