articles,bhd,said,million,share,year,price,cimb,thi,ha,market,wa,stock,bank,group,malaysia,research,billion,compani,expect,hold,also,s,profit,sen,earn,net,invest,trade,target,last,financi,us,growth,per,note,higher,would,analyst,say,time,today,point,may,manag,base,new,oil,end,valuat,first,rate,kuala,quarter,valu,investor,lumpur,fund,revenu,index,could,2015,due,high,edg,lower,declin,report,busi,close,asset,increas,klci,develop,sale,oper,fundament,project,sector,posit,week,product,current,remain,capit,maintain,call,month,one,cost,howev,2014,top,rose,industri,continu,fell,hous,like,secur,strong
790,7,1,2,3,3,0,1,9,5,9,2,1,1,2,2,0,2,0,0,2,1,0,0,0,0,1,2,3,0,7,1,7,1,2,1,2,1,0,0,1,0,18,3,1,0,1,3,1,0,1,2,0,0,0,0,0,0,0,13,1,0,0,1,1,0,3,0,0,4,0,4,7,0,0,0,0,0,0,0,18,0,0,0,0,1,0,1,1,0,1,1,0,7,1,4,2,0,3,2,0
791,1,5,1,2,2,1,2,1,2,0,1,1,1,0,1,4,2,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,2,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,2
792,1,5,1,2,2,1,2,1,2,0,1,1,1,0,1,4,2,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,2,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,2
793,4,6,0,2,0,1,1,2,1,1,0,2,2,0,3,0,0,1,1,2,0,4,1,1,2,0,2,0,1,0,0,0,2,1,2,0,1,3,0,0,2,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,1,0,0,0,1,0,2,2,1,1,0,0,0,2,0,0,0,1,0,0,0,0
794,4,6,0,2,0,1,1,2,1,1,0,2,2,0,3,0,0,1,1,2,0,4,1,1,2,0,2,0,1,0,0,0,2,1,2,0,1,3,0,0,2,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,1,0,0,0,1,0,2,2,1,1,0,0,0,2,0,0,0,1,0,0,0,0
795,1,4,0,1,0,2,2,0,1,1,2,1,0,0,0,3,0,0,3,3,0,0,1,2,0,2,0,0,2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0
796,0,7,4,4,1,0,1,0,0,3,6,2,0,0,1,2,0,0,4,0,2,1,0,1,0,1,0,6,0,4,0,4,0,0,2,0,0,0,0,0,1,3,2,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2,0
797,0,7,4,4,1,0,1,0,0,3,6,2,0,0,1,2,0,0,4,0,2,1,0,1,0,1,0,6,0,4,0,4,0,0,2,0,0,0,0,0,1,3,2,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2,0
798,2,8,0,0,2,0,1,3,4,2,2,1,1,1,15,0,5,1,1,2,3,0,0,0,0,0,7,1,0,1,4,2,1,0,0,0,6,1,2,3,0,2,4,1,2,1,0,0,0,1,0,1,0,0,5,1,0,0,0,2,0,0,0,3,0,0,1,4,0,0,0,0,1,0,1,0,0,2,0,0,4,1,1,1,0,0,1,8,0,1,1,0,0,2,0,0,0,1,0,0
799,2,8,0,0,2,0,1,3,4,2,2,1,1,1,15,0,5,1,1,2,3,0,0,0,0,0,7,1,0,1,4,2,1,0,0,0,6,1,2,3,0,2,4,1,2,1,0,0,0,1,0,1,0,0,5,1,0,0,0,2,0,0,0,3,0,0,1,4,0,0,0,0,1,0,1,0,0,2,0,0,4,1,1,1,0,0,1,8,0,1,1,0,0,2,0,0,0,1,0,0
800,0,3,3,3,0,0,1,0,0,2,3,3,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,2,1,0,0,0,0,0,1,0,0,1,0,0,0,2,0,1,1,0,2,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
801,0,3,3,3,0,0,1,0,0,2,3,3,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,2,1,0,0,0,0,0,1,0,0,1,0,0,0,2,0,1,1,0,2,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
802,0,2,2,3,1,1,2,0,0,1,1,3,1,1,0,1,0,1,0,3,1,3,1,0,0,1,0,1,1,0,1,0,3,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1
803,0,3,3,2,0,0,1,0,0,1,3,4,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,2,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
804,0,3,3,2,0,0,1,0,0,1,3,4,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,2,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
805,2,5,0,9,0,3,4,4,0,4,1,1,5,2,2,4,3,1,2,1,0,1,0,2,0,1,4,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
806,2,5,0,9,0,3,4,4,0,4,1,1,5,2,2,4,3,1,2,1,0,1,0,2,0,1,4,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
807,0,5,3,2,2,1,2,0,1,6,3,3,2,0,0,1,0,0,1,1,0,1,0,2,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,1,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,0,2,0,0,1,3,0,1,0,0
808,0,3,0,2,0,4,1,0,1,0,0,2,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,2,1,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
809,5,2,0,2,1,0,1,1,1,2,3,2,2,3,1,0,2,0,3,1,0,6,0,0,0,0,0,1,0,0,0,4,0,0,1,0,0,0,1,1,3,1,2,3,0,0,0,0,0,0,0,1,0,0,2,1,4,0,0,0,0,0,1,0,0,5,1,0,0,2,0,6,0,0,0,0,0,0,0,2,0,1,1,2,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0
810,5,2,0,2,1,0,1,1,1,2,3,2,2,3,1,0,2,0,3,1,0,6,0,0,0,0,0,1,0,0,0,4,0,0,1,0,0,0,1,1,3,1,2,3,0,0,0,0,0,0,0,1,0,0,2,1,4,0,0,0,0,0,1,0,0,5,1,0,0,2,0,6,0,0,0,0,0,0,0,2,0,1,1,2,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0
811,1,0,9,3,4,8,1,4,10,1,1,1,0,1,2,4,0,7,2,1,2,0,2,1,2,2,0,1,6,1,0,1,6,3,1,0,3,7,13,1,0,0,1,2,2,0,0,3,2,2,7,0,1,0,0,0,1,0,0,1,0,0,2,3,0,1,0,4,2,1,3,0,0,1,0,0,0,0,1,0,1,1,1,0,0,2,3,4,0,1,3,0,0,0,0,0,2,0,0,1
812,1,0,9,3,4,8,1,5,10,1,1,1,0,1,2,4,0,7,2,1,2,0,2,1,2,2,0,1,6,1,0,1,6,3,1,0,3,7,13,1,0,0,1,2,2,0,0,3,2,2,7,0,1,0,0,0,1,0,0,1,0,0,2,3,0,1,0,4,2,1,3,0,0,1,0,0,0,0,1,0,1,1,1,0,0,2,3,4,0,1,3,0,0,0,0,0,2,0,0,1
813,1,0,9,3,4,8,1,5,10,1,1,1,0,1,2,4,0,7,2,1,2,0,2,1,2,2,0,1,6,1,0,1,6,3,1,0,3,7,13,1,0,0,1,2,2,0,0,3,2,2,7,0,1,0,0,0,1,0,0,1,0,0,2,3,0,1,0,4,2,1,3,0,0,1,0,0,0,0,1,0,1,1,1,0,0,2,3,4,0,1,3,0,0,0,0,0,2,0,0,1
814,1,7,4,4,5,2,4,2,0,0,1,1,1,2,1,4,3,0,2,2,0,1,3,1,3,3,1,1,1,0,0,0,0,0,0,4,4,1,0,0,2,0,1,0,0,1,0,0,0,0,3,1,1,0,0,1,0,2,0,0,0,4,0,0,2,0,1,0,0,3,0,0,1,0,0,0,2,0,0,0,0,1,1,0,2,2,0,0,3,1,2,0,1,0,0,1,3,0,0,0
815,1,7,4,4,5,2,4,2,0,0,1,1,1,2,1,4,3,0,2,2,0,1,3,1,3,3,1,1,1,0,0,0,0,0,0,4,4,1,0,0,2,0,1,0,0,1,0,0,0,0,3,1,1,0,0,1,0,2,0,0,0,4,0,0,2,0,1,0,0,3,0,0,1,0,0,0,2,0,0,0,0,1,1,0,2,2,0,0,3,1,2,0,1,0,0,1,3,0,0,0
816,6,0,0,1,3,1,1,7,0,12,2,1,1,1,2,0,1,0,2,3,0,0,0,0,0,0,2,3,0,5,1,7,0,2,0,0,1,0,0,1,0,16,4,0,0,2,2,1,0,2,0,0,0,0,0,0,0,0,13,0,0,1,4,1,0,7,0,0,0,0,6,8,0,0,0,0,0,0,1,14,0,3,3,0,0,0,1,0,0,3,1,0,1,1,4,1,0,0,2,0
817,0,4,14,2,7,6,1,5,4,3,4,2,0,1,0,2,0,3,0,1,0,0,1,1,0,0,0,0,2,2,2,0,0,1,1,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1,2,1,1,0,0,1,2,3,0,0,0,2,0,1,0,0,0,1,1,7,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,2,3,1,0,0,0,0,0
818,1,0,11,2,0,12,1,12,4,1,6,2,3,2,1,3,3,0,6,2,2,0,9,3,5,11,2,2,6,0,1,3,3,7,0,5,0,0,0,11,0,0,1,1,1,1,4,0,2,2,3,0,0,6,0,0,0,0,0,1,0,2,0,1,2,0,1,0,0,1,3,0,6,0,2,0,4,0,1,0,4,0,0,0,5,0,1,0,0,0,1,1,2,3,0,1,0,0,2,1
819,3,3,5,4,1,1,3,1,0,0,0,2,1,0,0,2,0,4,1,0,0,0,0,0,1,0,1,2,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
820,1,0,0,0,2,1,1,2,1,0,0,1,0,0,0,1,4,2,2,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,1,0,2,0,2,0,2,0,0,1,2,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0
821,12,6,4,9,6,6,3,6,2,2,1,6,2,6,4,0,1,3,2,5,2,0,2,5,1,2,1,2,1,7,3,0,2,1,0,0,0,1,0,0,2,0,2,3,1,2,1,3,0,2,1,1,0,0,0,1,0,2,3,3,0,1,1,1,0,0,1,0,1,1,1,1,1,0,2,0,0,0,2,0,2,0,0,2,0,0,2,1,0,0,4,0,2,1,1,0,0,0,1,0
822,20,16,13,19,12,7,7,4,13,6,7,5,4,14,10,0,1,9,4,6,6,5,5,10,2,4,4,4,1,4,4,1,3,4,0,2,0,1,0,0,7,0,2,6,3,4,2,6,0,1,1,1,3,2,1,1,1,4,4,4,0,2,1,0,1,0,2,0,2,1,1,2,3,3,3,0,1,0,5,0,4,3,0,6,0,0,2,1,0,1,4,0,2,2,1,2,0,0,3,0
823,20,16,13,19,12,7,7,4,13,6,7,5,4,14,10,0,1,9,4,6,6,5,5,10,2,4,4,4,1,4,4,1,3,4,0,2,0,1,0,0,7,0,2,6,3,4,2,6,0,1,1,1,3,2,1,1,1,4,4,4,0,2,1,0,1,0,2,0,2,1,1,2,3,3,3,0,1,0,5,0,4,3,0,6,0,0,2,1,0,1,4,0,2,2,1,2,0,0,3,0
824,1,3,4,8,0,3,12,1,1,1,6,2,2,13,1,4,2,1,1,2,0,0,0,1,3,0,1,3,3,1,1,0,3,1,2,0,2,1,0,1,0,3,1,0,0,3,0,0,0,1,0,1,0,0,2,1,1,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,8,2,1,0,0,0,0,1,0,0,0,0,0,2,2,0,0
825,12,11,5,7,3,4,3,0,9,1,2,7,1,4,2,3,3,4,5,1,1,2,0,3,5,2,1,1,1,0,1,0,0,2,0,0,1,3,0,1,4,1,3,1,1,1,0,1,0,0,0,3,0,1,1,3,1,1,0,0,1,0,1,0,0,0,0,0,4,2,0,0,11,2,0,0,9,0,4,1,0,1,0,1,0,1,3,2,0,0,3,2,0,0,1,0,1,0,2,0
826,12,11,5,7,3,4,3,0,9,1,2,7,1,4,2,3,3,4,5,1,1,2,0,3,5,2,1,1,1,0,1,0,0,2,0,0,1,3,0,1,4,1,3,1,1,1,0,1,0,0,0,3,0,1,1,3,1,1,0,0,1,0,1,0,0,0,0,0,4,2,0,0,11,2,0,0,9,0,4,1,0,1,0,1,0,1,3,2,0,0,3,2,0,0,1,0,1,0,2,0
827,3,6,0,3,0,0,3,0,3,10,2,5,4,5,2,1,3,0,1,1,3,1,0,1,1,0,1,5,0,0,1,3,1,0,1,0,0,2,0,0,6,2,0,0,0,1,0,1,3,0,0,1,0,1,0,1,0,0,2,0,0,1,4,0,0,0,3,1,2,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,0,1,0,0,0,1,0
828,3,6,0,3,0,0,3,0,3,10,2,5,4,5,2,1,3,0,1,1,3,1,0,1,1,0,1,5,0,0,1,3,1,0,1,0,0,2,0,0,6,2,0,0,0,1,0,1,3,0,0,1,0,1,0,1,0,0,2,0,0,1,4,0,0,0,3,1,2,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,0,1,0,0,0,1,0
829,1,9,3,8,0,6,18,3,2,1,3,4,1,10,0,2,2,0,1,2,3,2,0,1,3,0,1,3,3,0,1,0,1,4,0,0,1,2,0,1,2,0,2,1,1,5,0,0,1,0,4,1,0,2,0,1,0,0,0,2,1,0,0,0,1,0,0,2,0,1,0,1,0,0,1,0,1,0,4,0,0,1,2,13,2,1,0,1,0,0,0,0,0,0,2,1,1,2,0,1
830,1,9,3,8,0,6,18,3,2,1,3,4,1,10,0,2,2,0,1,2,3,2,0,1,3,0,1,3,3,0,1,0,1,4,0,0,1,2,0,1,2,0,2,1,1,5,0,0,1,0,4,1,0,2,0,1,0,0,0,2,1,0,0,0,1,0,0,2,0,1,0,1,0,0,1,0,1,0,4,0,0,1,2,13,2,1,0,1,0,0,0,0,0,0,2,1,1,2,0,1
831,7,2,0,4,0,0,2,2,2,6,4,3,4,4,4,1,3,0,1,1,1,5,0,0,1,0,1,4,0,0,1,3,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,2,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,3,0,2,0,0
832,7,2,0,4,0,0,2,2,2,6,4,3,4,4,4,1,3,0,1,1,1,5,0,0,1,0,1,4,0,0,1,3,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,2,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,3,0,2,0,0
833,1,3,2,6,0,1,11,2,1,0,1,1,0,2,0,2,1,0,1,1,1,3,0,1,2,1,0,1,1,0,0,1,0,1,2,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0
834,1,3,2,6,0,1,11,2,1,0,1,1,0,2,0,2,1,0,1,1,1,3,0,1,2,1,0,1,1,0,0,1,0,1,2,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0
835,1,3,2,5,0,2,3,2,1,1,3,1,0,6,1,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1
836,6,1,2,4,0,0,2,1,0,7,8,3,1,3,3,0,1,0,2,1,1,8,0,0,0,0,0,3,0,1,1,4,1,0,1,1,0,1,0,0,3,4,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,3,0,0,0,0,0,0,4,1,0,2,0,0,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,1,1,0
837,6,1,2,4,0,0,2,1,0,7,8,3,1,3,3,0,1,0,2,1,1,8,0,0,0,0,0,3,0,1,1,4,1,0,1,1,0,1,0,0,3,4,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,3,0,0,0,0,0,0,4,1,0,2,0,0,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,1,1,0
838,6,1,0,2,2,0,0,0,0,3,0,3,0,1,1,1,2,0,1,1,0,5,1,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,1,0,1,0,0,3,1,0,0,0,0,0,1,1,0,0,4,5,0,0,0,1,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,1,0
839,6,1,0,2,2,0,0,0,0,3,0,3,0,1,1,1,2,0,1,1,0,5,1,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,1,0,1,0,0,3,1,0,0,0,0,0,1,1,0,0,4,5,0,0,0,1,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,1,0
840,2,1,0,0,2,1,1,5,1,0,0,2,0,0,1,1,0,4,2,0,2,0,0,0,2,0,1,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,1,0,0,1,0,2,0,1,1,0,1,0,0,0,1,0,0,0,7,0,0,0,0,0,0,1,0,0,3,2,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
841,6,0,1,4,2,4,1,2,2,3,3,8,1,2,0,0,3,2,2,0,0,0,4,2,2,0,0,3,2,1,2,2,0,0,0,2,1,0,0,3,0,5,5,0,1,2,1,2,0,1,0,0,2,1,3,0,0,2,8,0,0,4,9,1,1,2,0,0,2,1,0,3,2,1,0,1,0,0,2,1,0,2,2,0,0,1,1,0,0,0,3,0,3,0,0,2,0,2,0,4
842,1,3,0,0,1,1,1,1,1,0,2,1,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
843,6,2,24,6,3,19,2,7,9,8,6,2,0,12,0,9,9,2,9,4,4,0,8,0,12,12,5,3,7,0,2,0,6,4,2,1,0,0,0,9,0,1,1,4,4,10,0,3,3,1,5,0,1,5,1,0,0,2,0,2,1,6,3,3,5,0,2,2,2,1,1,0,1,5,1,0,10,0,3,0,3,4,8,2,5,5,3,0,1,2,5,1,0,1,2,0,0,3,4,5
844,0,4,0,1,5,1,8,1,0,3,0,3,2,1,3,3,0,1,0,0,4,2,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,1,0,0,1,1,0,0,0,2,2,0,1,0,2,1,0,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,1,0,1,0,0,0,0,0,0,2,0,0,2,0,0,0,1,0,1,1,1,0
845,0,4,0,1,5,1,8,1,0,3,0,3,2,1,3,3,0,1,0,0,4,2,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,1,0,0,1,1,0,0,0,2,2,0,1,0,2,1,0,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,1,0,1,0,0,0,0,0,0,2,0,0,2,0,0,0,1,0,1,1,1,0
846,0,4,0,1,1,0,2,0,0,2,1,1,1,0,3,4,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,2,0,0,0
847,1,3,0,0,1,0,4,1,2,4,1,2,1,2,0,4,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,1,0,0,0,0,3,0
848,0,1,2,5,1,0,1,0,0,7,2,5,1,0,5,0,0,0,0,0,0,4,1,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,3,0,0,3,3,0,0,5,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,2,2
849,1,4,0,2,3,16,3,2,2,2,0,4,0,0,7,7,0,2,6,0,1,1,0,0,3,0,0,1,2,0,0,1,2,1,1,7,0,0,0,0,1,0,0,1,0,3,8,0,2,0,0,1,4,1,0,1,0,0,0,1,2,4,0,0,5,1,0,0,0,2,0,0,0,0,1,0,2,4,0,0,5,1,0,0,2,0,1,0,3,2,5,0,0,0,0,0,7,2,0,0
850,2,6,3,0,2,1,2,5,6,0,2,2,1,0,1,1,0,3,0,1,0,0,2,0,0,2,1,0,2,2,2,0,1,0,0,1,1,1,1,0,0,0,0,0,1,3,0,1,0,4,0,1,2,0,0,1,0,3,0,0,1,0,1,1,0,0,4,0,0,0,1,0,0,0,0,0,3,4,0,1,0,0,0,0,0,1,0,1,1,0,2,0,0,0,1,0,0,1,1,0
851,2,0,0,8,2,4,1,5,1,1,2,4,1,0,1,1,0,0,1,2,0,0,0,0,1,0,0,2,2,1,2,2,3,2,0,0,0,0,0,2,0,0,0,1,1,0,0,1,0,1,0,0,1,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,5,1,0,0,3,0,3,0,0,0,0,0,0,0,0,1
852,19,4,1,13,0,0,1,2,7,3,3,2,1,7,2,0,0,3,0,7,2,0,0,1,0,1,0,1,0,3,1,0,1,1,0,0,0,0,0,0,2,1,2,2,0,0,4,2,0,1,0,2,0,0,0,2,0,0,0,1,0,1,1,1,0,1,0,3,0,1,1,1,0,1,1,0,0,1,1,1,1,2,0,0,0,2,1,0,0,1,1,0,1,1,2,2,0,0,0,0
